,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
1,21,Omoruyi Oghosasere Loveth ,OH,3,0,8,11,27.27,ITA,RECEPTION,2,24,16049,0
2,20,Parrocchiale Beatrice ,L,2,0,1,3,66.67,ITA,RECEPTION,2,24,16049,0
3,4,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
4,5,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
5,11,Danesi Anna ,MB,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
6,12,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
7,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
8,16,D'Odorico Sofia ,OH,0,0,1,1,0.00,ITA,RECEPTION,2,24,16049,0
9,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
10,19,Squarcini Federica ,MB,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
11,22,Panetoni Sara ,L,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,RECEPTION,2,24,16049,0
0,2,Degradi Alice Carlotta ,OH,4,0,10,14,28.57,ITA,RECEPTION,3,19,16049,0
1,20,Parrocchiale Beatrice ,L,2,0,1,3,66.67,ITA,RECEPTION,3,19,16049,0
2,4,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
3,5,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
4,11,Danesi Anna ,MB,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
5,12,Mazzaro Alessia ,MB,0,0,1,1,0.00,ITA,RECEPTION,3,19,16049,0
6,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
7,16,D'Odorico Sofia ,OH,0,0,2,2,0.00,ITA,RECEPTION,3,19,16049,0
8,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
9,19,Squarcini Federica ,MB,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
10,21,Omoruyi Oghosasere Loveth ,OH,0,1,1,2,-50.00,ITA,RECEPTION,3,19,16049,0
11,22,Panetoni Sara ,L,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,RECEPTION,3,19,16049,0
0,2,Pannoy Piyanut (C),L,5,0,8,13,38.46,THA,RECEPTION,0,0,16052,
1,18,Kongyot Ajcharaporn ,OH,4,0,19,23,17.39,THA,RECEPTION,0,0,16052,
2,19,Moksri Chatchu-On ,OH,1,2,10,13,-7.69,THA,RECEPTION,0,0,16052,
3,1,Srithong Wipawee ,OH,0,1,8,9,-11.11,THA,RECEPTION,0,0,16052,
4,3,Guedpard Pornpun ,S,0,0,0,0,,THA,RECEPTION,0,0,16052,
5,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,0,0,16052,
6,5,Nuekjang Thatdao ,MB,0,0,1,1,0.00,THA,RECEPTION,0,0,16052,
7,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,0,0,16052,
8,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,0,0,16052,
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,0,0,16052,
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,RECEPTION,0,0,16052,
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,0,0,16052,
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,0,0,16052,
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,0,0,16052,
0,2,Pannoy Piyanut (C),L,2,0,4,6,33.33,THA,RECEPTION,1,25,16052,1
1,18,Kongyot Ajcharaporn ,OH,2,0,4,6,33.33,THA,RECEPTION,1,25,16052,1
2,19,Moksri Chatchu-On ,OH,1,1,2,4,0.00,THA,RECEPTION,1,25,16052,1
3,1,Srithong Wipawee ,OH,0,0,0,0,,THA,RECEPTION,1,25,16052,1
4,3,Guedpard Pornpun ,S,0,0,0,0,,THA,RECEPTION,1,25,16052,1
5,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,1,25,16052,1
6,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,RECEPTION,1,25,16052,1
7,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,1,25,16052,1
8,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,1,25,16052,1
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,1,25,16052,1
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,RECEPTION,1,25,16052,1
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,1,25,16052,1
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,1,25,16052,1
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,1,25,16052,1
0,18,Kongyot Ajcharaporn ,OH,2,0,13,15,13.33,THA,RECEPTION,2,28,16052,1
1,2,Pannoy Piyanut (C),L,1,0,1,2,50.00,THA,RECEPTION,2,28,16052,1
2,1,Srithong Wipawee ,OH,0,0,2,2,0.00,THA,RECEPTION,2,28,16052,1
3,3,Guedpard Pornpun ,S,0,0,0,0,,THA,RECEPTION,2,28,16052,1
4,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,2,28,16052,1
5,5,Nuekjang Thatdao ,MB,0,0,1,1,0.00,THA,RECEPTION,2,28,16052,1
6,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,2,28,16052,1
7,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,2,28,16052,1
8,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,2,28,16052,1
9,19,Moksri Chatchu-On ,OH,0,1,1,2,-50.00,THA,RECEPTION,2,28,16052,1
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,RECEPTION,2,28,16052,1
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,2,28,16052,1
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,2,28,16052,1
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,2,28,16052,1
0,2,Pannoy Piyanut (C),L,2,0,3,5,40.00,THA,RECEPTION,3,25,16052,1
1,1,Srithong Wipawee ,OH,0,1,6,7,-14.29,THA,RECEPTION,3,25,16052,1
2,3,Guedpard Pornpun ,S,0,0,0,0,,THA,RECEPTION,3,25,16052,1
3,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,3,25,16052,1
4,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,RECEPTION,3,25,16052,1
5,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,3,25,16052,1
6,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,3,25,16052,1
7,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,3,25,16052,1
8,18,Kongyot Ajcharaporn ,OH,0,0,2,2,0.00,THA,RECEPTION,3,25,16052,1
9,19,Moksri Chatchu-On ,OH,0,0,7,7,0.00,THA,RECEPTION,3,25,16052,1
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,RECEPTION,3,25,16052,1
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,3,25,16052,1
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,3,25,16052,1
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,3,25,16052,1
0,12,Moon Jungwon ,L,3,1,9,13,15.38,KOR,RECEPTION,0,0,16052,
1,97,Kang Sohwi ,OH,3,1,8,12,16.67,KOR,RECEPTION,0,0,16052,
2,13,Park Jeongah (C),OH,2,1,18,21,4.76,KOR,RECEPTION,0,0,16052,
3,16,Jeong Jiyun ,OH,1,0,0,1,100.00,KOR,RECEPTION,0,0,16052,
4,18,Kim Miyoun ,OH,1,0,7,8,12.50,KOR,RECEPTION,0,0,16052,
5,19,Pyo Seungju ,OH,1,0,14,15,6.67,KOR,RECEPTION,0,0,16052,
6,2,Lee Juah ,MB,0,0,0,0,,KOR,RECEPTION,0,0,16052,
7,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,0,0,16052,
8,5,Kim Dain ,S,0,0,0,0,,KOR,RECEPTION,0,0,16052,
9,6,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,0,0,16052,
10,8,Shin Yeongyeong ,L,0,0,0,0,,KOR,RECEPTION,0,0,16052,
11,14,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,0,0,16052,
12,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,RECEPTION,0,0,16052,
13,71,Moon Jiyun ,O,0,0,0,0,,KOR,RECEPTION,0,0,16052,
0,97,Kang Sohwi ,OH,3,1,8,12,16.67,KOR,RECEPTION,1,17,16052,0
1,12,Moon Jungwon ,L,2,1,2,5,20.00,KOR,RECEPTION,1,17,16052,0
2,13,Park Jeongah (C),OH,1,0,4,5,20.00,KOR,RECEPTION,1,17,16052,0
3,16,Jeong Jiyun ,OH,1,0,0,1,100.00,KOR,RECEPTION,1,17,16052,0
4,2,Lee Juah ,MB,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
5,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
6,5,Kim Dain ,S,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
7,6,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
8,8,Shin Yeongyeong ,L,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
9,14,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
10,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
11,18,Kim Miyoun ,OH,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
12,19,Pyo Seungju ,OH,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
13,71,Moon Jiyun ,O,0,0,0,0,,KOR,RECEPTION,1,17,16052,0
0,12,Moon Jungwon ,L,1,0,5,6,16.67,KOR,RECEPTION,2,26,16052,0
1,13,Park Jeongah (C),OH,1,0,7,8,12.50,KOR,RECEPTION,2,26,16052,0
2,18,Kim Miyoun ,OH,1,0,7,8,12.50,KOR,RECEPTION,2,26,16052,0
3,2,Lee Juah ,MB,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
4,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
5,5,Kim Dain ,S,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
6,6,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
7,8,Shin Yeongyeong ,L,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
8,14,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
9,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
10,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
11,19,Pyo Seungju ,OH,0,0,4,4,0.00,KOR,RECEPTION,2,26,16052,0
12,71,Moon Jiyun ,O,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
13,97,Kang Sohwi ,OH,0,0,0,0,,KOR,RECEPTION,2,26,16052,0
0,19,Pyo Seungju ,OH,1,0,10,11,9.09,KOR,RECEPTION,3,21,16052,0
1,2,Lee Juah ,MB,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
2,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
3,5,Kim Dain ,S,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
4,6,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
5,8,Shin Yeongyeong ,L,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
6,12,Moon Jungwon ,L,0,0,2,2,0.00,KOR,RECEPTION,3,21,16052,0
7,13,Park Jeongah (C),OH,0,1,7,8,-12.50,KOR,RECEPTION,3,21,16052,0
8,14,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
9,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
10,17,Jung Hoyoung ,MB,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
11,18,Kim Miyoun ,OH,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
12,71,Moon Jiyun ,O,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
13,97,Kang Sohwi ,OH,0,0,0,0,,KOR,RECEPTION,3,21,16052,0
0,29,Nishimura Minami ,L,8,1,25,34,20.59,JPN,RECEPTION,0,0,16053,
1,2,Hayashi Kotona ,OH,2,0,7,9,22.22,JPN,RECEPTION,0,0,16053,
2,3,Nishida Sarina (C),OH,1,1,10,12,0.00,JPN,RECEPTION,0,0,16053,
3,17,Tanaka Mizuki ,OH,1,1,4,6,0.00,JPN,RECEPTION,0,0,16053,
4,24,Irisawa Mai ,MB,1,0,1,2,50.00,JPN,RECEPTION,0,0,16053,
5,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,0,0,16053,
6,6,Seki Nanami ,S,0,0,1,1,0.00,JPN,RECEPTION,0,0,16053,
7,10,Inoue Arisa ,OH,0,0,5,5,0.00,JPN,RECEPTION,0,0,16053,
8,15,Kojima Manami ,L,0,0,0,0,,JPN,RECEPTION,0,0,16053,
9,20,Yokota Mami ,MB,0,0,0,0,,JPN,RECEPTION,0,0,16053,
10,21,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,0,0,16053,
11,31,Nishikawa Yuki ,OH,0,0,0,0,,JPN,RECEPTION,0,0,16053,
12,34,Araki Ayaka ,MB,0,0,0,0,,JPN,RECEPTION,0,0,16053,
13,37,Wada Yukiko ,OH,0,0,4,4,0.00,JPN,RECEPTION,0,0,16053,
0,29,Nishimura Minami ,L,2,1,10,13,7.69,JPN,RECEPTION,1,18,16053,0
1,2,Hayashi Kotona ,OH,0,0,2,2,0.00,JPN,RECEPTION,1,18,16053,0
2,3,Nishida Sarina (C),OH,0,0,2,2,0.00,JPN,RECEPTION,1,18,16053,0
3,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
4,6,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
5,10,Inoue Arisa ,OH,0,0,5,5,0.00,JPN,RECEPTION,1,18,16053,0
6,15,Kojima Manami ,L,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
7,17,Tanaka Mizuki ,OH,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
8,20,Yokota Mami ,MB,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
11,31,Nishikawa Yuki ,OH,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
12,34,Araki Ayaka ,MB,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
13,37,Wada Yukiko ,OH,0,0,0,0,,JPN,RECEPTION,1,18,16053,0
0,29,Nishimura Minami ,L,4,0,7,11,36.36,JPN,RECEPTION,2,25,16053,0
1,2,Hayashi Kotona ,OH,1,0,3,4,25.00,JPN,RECEPTION,2,25,16053,0
2,3,Nishida Sarina (C),OH,1,0,1,2,50.00,JPN,RECEPTION,2,25,16053,0
3,17,Tanaka Mizuki ,OH,1,1,4,6,0.00,JPN,RECEPTION,2,25,16053,0
4,24,Irisawa Mai ,MB,1,0,1,2,50.00,JPN,RECEPTION,2,25,16053,0
5,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
6,6,Seki Nanami ,S,0,0,1,1,0.00,JPN,RECEPTION,2,25,16053,0
7,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
8,15,Kojima Manami ,L,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
9,20,Yokota Mami ,MB,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
10,21,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
11,31,Nishikawa Yuki ,OH,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
12,34,Araki Ayaka ,MB,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
13,37,Wada Yukiko ,OH,0,0,0,0,,JPN,RECEPTION,2,25,16053,0
0,29,Nishimura Minami ,L,2,0,8,10,20.00,JPN,RECEPTION,3,25,16053,0
1,2,Hayashi Kotona ,OH,1,0,2,3,33.33,JPN,RECEPTION,3,25,16053,0
2,3,Nishida Sarina (C),OH,0,1,7,8,-12.50,JPN,RECEPTION,3,25,16053,0
3,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
4,6,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
5,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
6,15,Kojima Manami ,L,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
7,17,Tanaka Mizuki ,OH,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
8,20,Yokota Mami ,MB,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
11,31,Nishikawa Yuki ,OH,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
12,34,Araki Ayaka ,MB,0,0,0,0,,JPN,RECEPTION,3,25,16053,0
13,37,Wada Yukiko ,OH,0,0,4,4,0.00,JPN,RECEPTION,3,25,16053,0
0,18,Wang Mengjie ,L,5,1,11,17,23.53,CHN,RECEPTION,0,0,16053,
1,10,Wang Yunlu ,OH,3,3,13,19,0.00,CHN,RECEPTION,0,0,16053,
2,6,Gong Xiangyu ,O,2,0,3,5,40.00,CHN,RECEPTION,0,0,16053,
3,12,Li Yingying ,OH,2,1,6,9,11.11,CHN,RECEPTION,0,0,16053,
4,7,Wang Yuanyuan ,MB,1,0,3,4,25.00,CHN,RECEPTION,0,0,16053,
5,1,Yuan Xinyue (C),MB,0,0,2,2,0.00,CHN,RECEPTION,0,0,16053,
6,3,Diao Linyu ,S,0,0,1,1,0.00,CHN,RECEPTION,0,0,16053,
7,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,0,0,16053,
8,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,0,0,16053,
9,8,Xu Xiaoting ,S,0,0,0,0,,CHN,RECEPTION,0,0,16053,
10,11,Zhong Hui ,OH,0,0,3,3,0.00,CHN,RECEPTION,0,0,16053,
11,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,0,0,16053,
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,0,0,16053,
13,23,Du Qingqing ,OH,0,0,0,0,,CHN,RECEPTION,0,0,16053,
0,6,Gong Xiangyu ,O,1,0,2,3,33.33,CHN,RECEPTION,1,25,16053,1
1,18,Wang Mengjie ,L,1,1,2,4,0.00,CHN,RECEPTION,1,25,16053,1
2,1,Yuan Xinyue (C),MB,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
3,3,Diao Linyu ,S,0,0,1,1,0.00,CHN,RECEPTION,1,25,16053,1
4,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
5,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
6,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
7,8,Xu Xiaoting ,S,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
8,10,Wang Yunlu ,OH,0,0,4,4,0.00,CHN,RECEPTION,1,25,16053,1
9,11,Zhong Hui ,OH,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
10,12,Li Yingying ,OH,0,0,5,5,0.00,CHN,RECEPTION,1,25,16053,1
11,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
13,23,Du Qingqing ,OH,0,0,0,0,,CHN,RECEPTION,1,25,16053,1
0,12,Li Yingying ,OH,2,0,0,2,100.00,CHN,RECEPTION,2,27,16053,1
1,18,Wang Mengjie ,L,2,0,5,7,28.57,CHN,RECEPTION,2,27,16053,1
2,7,Wang Yuanyuan ,MB,1,0,1,2,50.00,CHN,RECEPTION,2,27,16053,1
3,10,Wang Yunlu ,OH,1,2,4,7,-14.29,CHN,RECEPTION,2,27,16053,1
4,1,Yuan Xinyue (C),MB,0,0,1,1,0.00,CHN,RECEPTION,2,27,16053,1
5,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
6,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
7,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
8,6,Gong Xiangyu ,O,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
9,8,Xu Xiaoting ,S,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
10,11,Zhong Hui ,OH,0,0,3,3,0.00,CHN,RECEPTION,2,27,16053,1
11,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
13,23,Du Qingqing ,OH,0,0,0,0,,CHN,RECEPTION,2,27,16053,1
0,10,Wang Yunlu ,OH,2,1,5,8,12.50,CHN,RECEPTION,3,27,16053,1
1,18,Wang Mengjie ,L,2,0,4,6,33.33,CHN,RECEPTION,3,27,16053,1
2,6,Gong Xiangyu ,O,1,0,1,2,50.00,CHN,RECEPTION,3,27,16053,1
3,1,Yuan Xinyue (C),MB,0,0,1,1,0.00,CHN,RECEPTION,3,27,16053,1
4,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
5,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
6,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
7,7,Wang Yuanyuan ,MB,0,0,2,2,0.00,CHN,RECEPTION,3,27,16053,1
8,8,Xu Xiaoting ,S,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
9,11,Zhong Hui ,OH,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
10,12,Li Yingying ,OH,0,1,1,2,-50.00,CHN,RECEPTION,3,27,16053,1
11,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
13,23,Du Qingqing ,OH,0,0,0,0,,CHN,RECEPTION,3,27,16053,1
0,9,Gray Alexa (C),OH,9,2,47,58,12.07,CAN,RECEPTION,0,0,16054,
1,17,Jost Kacey ,L,4,1,15,20,15.00,CAN,RECEPTION,0,0,16054,
2,14,Howe Hilary ,OH,2,2,21,25,0.00,CAN,RECEPTION,0,0,16054,
3,11,Mitrovic Andrea ,OH,1,0,0,1,100.00,CAN,RECEPTION,0,0,16054,
4,4,Savard Vicky ,OH,0,0,0,0,,CAN,RECEPTION,0,0,16054,
5,5,Murmann Julia ,L,0,0,0,0,,CAN,RECEPTION,0,0,16054,
6,6,White Jazmine Ruth ,MB,0,0,2,2,0.00,CAN,RECEPTION,0,0,16054,
7,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,RECEPTION,0,0,16054,
8,13,King Brie ,S,0,0,0,0,,CAN,RECEPTION,0,0,16054,
9,15,Joseph Shainah ,O,0,0,0,0,,CAN,RECEPTION,0,0,16054,
10,16,Livingston Caroline ,OH,0,0,0,0,,CAN,RECEPTION,0,0,16054,
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,RECEPTION,0,0,16054,
12,19,Maglio Emily ,MB,0,0,0,0,,CAN,RECEPTION,0,0,16054,
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,RECEPTION,0,0,16054,
0,17,Jost Kacey ,L,2,0,5,7,28.57,CAN,RECEPTION,1,18,16054,0
1,9,Gray Alexa (C),OH,1,0,14,15,6.67,CAN,RECEPTION,1,18,16054,0
2,11,Mitrovic Andrea ,OH,1,0,0,1,100.00,CAN,RECEPTION,1,18,16054,0
3,4,Savard Vicky ,OH,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
4,5,Murmann Julia ,L,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
5,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
6,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
7,13,King Brie ,S,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
8,14,Howe Hilary ,OH,0,0,1,1,0.00,CAN,RECEPTION,1,18,16054,0
9,15,Joseph Shainah ,O,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
10,16,Livingston Caroline ,OH,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
12,19,Maglio Emily ,MB,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,RECEPTION,1,18,16054,0
0,17,Jost Kacey ,L,2,0,1,3,66.67,CAN,RECEPTION,2,28,16054,1
1,9,Gray Alexa (C),OH,1,1,11,13,0.00,CAN,RECEPTION,2,28,16054,1
2,4,Savard Vicky ,OH,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
3,5,Murmann Julia ,L,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
4,6,White Jazmine Ruth ,MB,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
5,7,Van Buskirk Layne ,MB,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
6,11,Mitrovic Andrea ,OH,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
7,13,King Brie ,S,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
8,14,Howe Hilary ,OH,0,0,9,9,0.00,CAN,RECEPTION,2,28,16054,1
9,15,Joseph Shainah ,O,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
10,16,Livingston Caroline ,OH,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
11,18,Robitaille Kim ,S,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
12,19,Maglio Emily ,MB,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
13,21,Heppell Avery ,MB,0,0,0,0,,CAN,RECEPTION,2,28,16054,1
0,9,Gray Alexa (C),OH,2,0,9,11,18.18,CAN,RECEPTION,3,25,16054,1
1,14,Howe Hilary ,OH,2,2,3,7,0.00,CAN,RECEPTION,3,25,16054,1
