,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
11,11,Cebecioglu Derya ,OH,0,0,0,0,,-33.33,TUR,SCORING,0,0,16055,
12,12,Şahin Elif ,S,0,0,0,0,,0.00,TUR,SCORING,0,0,16055,
13,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,0,0,16055,
0,99,Karakurt Ebrar ,O,6,5,1,0,,16.67,TUR,SCORING,1,22,16055,0
1,4,Vargas Melissa Teresa ,O,4,2,0,2,,42.86,TUR,SCORING,1,22,16055,0
2,22,Aydin İlkin ,OH,3,3,0,0,,50.00,TUR,SCORING,1,22,16055,0
3,7,Baladin Hande ,OH,2,2,0,0,,0.00,TUR,SCORING,1,22,16055,0
4,14,Erdem Dündar Eda (C),MB,1,0,1,0,,-10.00,TUR,SCORING,1,22,16055,0
5,18,Gunes Zehra ,MB,1,0,1,0,,12.50,TUR,SCORING,1,22,16055,0
6,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,1,22,16055,0
7,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,1,22,16055,0
8,3,Özbay Cansu ,S,0,0,0,0,,-66.67,TUR,SCORING,1,22,16055,0
9,6,Akman Kubra ,MB,0,0,0,0,,,TUR,SCORING,1,22,16055,0
10,11,Cebecioglu Derya ,OH,0,0,0,0,,-33.33,TUR,SCORING,1,22,16055,0
11,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,1,22,16055,0
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,1,22,16055,0
13,19,Kalac Asli ,MB,0,0,0,0,,,TUR,SCORING,1,22,16055,0
0,99,Karakurt Ebrar ,O,7,6,0,1,,15.79,TUR,SCORING,2,22,16055,0
1,14,Erdem Dündar Eda (C),MB,3,3,0,0,,9.09,TUR,SCORING,2,22,16055,0
2,22,Aydin İlkin ,OH,3,3,0,0,,0.00,TUR,SCORING,2,22,16055,0
3,7,Baladin Hande ,OH,1,1,0,0,,-8.33,TUR,SCORING,2,22,16055,0
4,19,Kalac Asli ,MB,1,1,0,0,,0.00,TUR,SCORING,2,22,16055,0
5,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,2,22,16055,0
6,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,2,22,16055,0
7,3,Özbay Cansu ,S,0,0,0,0,,0.00,TUR,SCORING,2,22,16055,0
8,4,Vargas Melissa Teresa ,O,0,0,0,0,,-22.22,TUR,SCORING,2,22,16055,0
9,6,Akman Kubra ,MB,0,0,0,0,,,TUR,SCORING,2,22,16055,0
10,11,Cebecioglu Derya ,OH,0,0,0,0,,,TUR,SCORING,2,22,16055,0
11,12,Şahin Elif ,S,0,0,0,0,,0.00,TUR,SCORING,2,22,16055,0
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,2,22,16055,0
13,18,Gunes Zehra ,MB,0,0,0,0,,-33.33,TUR,SCORING,2,22,16055,0
0,4,Vargas Melissa Teresa ,O,10,9,0,1,,50.00,TUR,SCORING,3,25,16055,1
1,99,Karakurt Ebrar ,O,4,4,0,0,,20.00,TUR,SCORING,3,25,16055,1
2,6,Akman Kubra ,MB,3,1,2,0,,-9.09,TUR,SCORING,3,25,16055,1
3,22,Aydin İlkin ,OH,2,1,0,1,,-9.52,TUR,SCORING,3,25,16055,1
4,19,Kalac Asli ,MB,1,0,1,0,,0.00,TUR,SCORING,3,25,16055,1
5,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,3,25,16055,1
6,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,3,25,16055,1
7,3,Özbay Cansu ,S,0,0,0,0,,0.00,TUR,SCORING,3,25,16055,1
8,7,Baladin Hande ,OH,0,0,0,0,,0.00,TUR,SCORING,3,25,16055,1
9,11,Cebecioglu Derya ,OH,0,0,0,0,,,TUR,SCORING,3,25,16055,1
10,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,3,25,16055,1
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,3,25,16055,1
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,3,25,16055,1
13,18,Gunes Zehra ,MB,0,0,0,0,,,TUR,SCORING,3,25,16055,1
0,4,Vargas Melissa Teresa ,O,7,7,0,0,,35.71,TUR,SCORING,4,25,16055,1
1,99,Karakurt Ebrar ,O,7,3,1,3,,29.41,TUR,SCORING,4,25,16055,1
2,19,Kalac Asli ,MB,6,4,2,0,,45.45,TUR,SCORING,4,25,16055,1
3,22,Aydin İlkin ,OH,2,1,1,0,,28.57,TUR,SCORING,4,25,16055,1
4,1,Orge Gizem ,L,0,0,0,0,,0.00,TUR,SCORING,4,25,16055,1
5,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,4,25,16055,1
6,3,Özbay Cansu ,S,0,0,0,0,,-28.57,TUR,SCORING,4,25,16055,1
7,6,Akman Kubra ,MB,0,0,0,0,,-40.00,TUR,SCORING,4,25,16055,1
8,7,Baladin Hande ,OH,0,0,0,0,,,TUR,SCORING,4,25,16055,1
9,11,Cebecioglu Derya ,OH,0,0,0,0,,,TUR,SCORING,4,25,16055,1
10,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,4,25,16055,1
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,4,25,16055,1
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,4,25,16055,1
13,18,Gunes Zehra ,MB,0,0,0,0,,,TUR,SCORING,4,25,16055,1
0,4,Vargas Melissa Teresa ,O,4,3,1,0,,20.00,TUR,SCORING,5,9,16055,0
1,99,Karakurt Ebrar ,O,2,2,0,0,,0.00,TUR,SCORING,5,9,16055,0
2,6,Akman Kubra ,MB,1,0,1,0,,0.00,TUR,SCORING,5,9,16055,0
3,22,Aydin İlkin ,OH,1,0,1,0,,0.00,TUR,SCORING,5,9,16055,0
4,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,5,9,16055,0
5,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,5,9,16055,0
6,3,Özbay Cansu ,S,0,0,0,0,,-66.67,TUR,SCORING,5,9,16055,0
7,7,Baladin Hande ,OH,0,0,0,0,,0.00,TUR,SCORING,5,9,16055,0
8,11,Cebecioglu Derya ,OH,0,0,0,0,,,TUR,SCORING,5,9,16055,0
9,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,5,9,16055,0
10,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,5,9,16055,0
11,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,5,9,16055,0
12,18,Gunes Zehra ,MB,0,0,0,0,,,TUR,SCORING,5,9,16055,0
13,19,Kalac Asli ,MB,0,0,0,0,,0.00,TUR,SCORING,5,9,16055,0
0,20,Martinez Brayelin Elizabeth ,OH,21,19,2,0,,11.43,DOM,SCORING,0,0,16056,
1,23,Gonzalez Lopez Gaila Ceneida ,O,19,17,1,1,,10.53,DOM,SCORING,0,0,16056,
2,16,Peña Isabel Yonkaira Paola ,OH,14,12,1,1,,-2.00,DOM,SCORING,0,0,16056,
3,21,Martinez Jineiry ,MB,7,4,3,0,,-5.26,DOM,SCORING,0,0,16056,
4,3,Eve Mejia Lisvel Elisa ,MB,3,1,1,1,,-10.81,DOM,SCORING,0,0,16056,
5,7,Marte Frica Niverka Dharlenis (C),S,1,1,0,0,,-4.35,DOM,SCORING,0,0,16056,
6,8,Tapia Cruz Alondra Denis ,O,1,1,0,0,,33.33,DOM,SCORING,0,0,16056,
7,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,0,0,16056,
8,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.00,DOM,SCORING,0,0,16056,
9,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,0,0,16056,
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,0,0,16056,
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,,DOM,SCORING,0,0,16056,
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,0,0,16056,
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,-50.00,DOM,SCORING,0,0,16056,
0,23,Gonzalez Lopez Gaila Ceneida ,O,7,6,1,0,,17.65,DOM,SCORING,1,23,16056,0
1,20,Martinez Brayelin Elizabeth ,OH,3,2,1,0,,-7.14,DOM,SCORING,1,23,16056,0
2,16,Peña Isabel Yonkaira Paola ,OH,2,1,0,1,,-22.22,DOM,SCORING,1,23,16056,0
3,3,Eve Mejia Lisvel Elisa ,MB,1,1,0,0,,-28.57,DOM,SCORING,1,23,16056,0
4,8,Tapia Cruz Alondra Denis ,O,1,1,0,0,,50.00,DOM,SCORING,1,23,16056,0
5,21,Martinez Jineiry ,MB,1,0,1,0,,-12.50,DOM,SCORING,1,23,16056,0
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,1,23,16056,0
7,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,1,23,16056,0
8,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,1,23,16056,0
9,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,0.00,DOM,SCORING,1,23,16056,0
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,1,23,16056,0
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,,DOM,SCORING,1,23,16056,0
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,1,23,16056,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,0.00,DOM,SCORING,1,23,16056,0
0,20,Martinez Brayelin Elizabeth ,OH,7,7,0,0,,35.29,DOM,SCORING,2,28,16056,0
1,23,Gonzalez Lopez Gaila Ceneida ,O,6,5,0,1,,17.65,DOM,SCORING,2,28,16056,0
2,16,Peña Isabel Yonkaira Paola ,OH,4,4,0,0,,-12.50,DOM,SCORING,2,28,16056,0
3,21,Martinez Jineiry ,MB,3,2,1,0,,9.09,DOM,SCORING,2,28,16056,0
4,3,Eve Mejia Lisvel Elisa ,MB,1,0,1,0,,9.09,DOM,SCORING,2,28,16056,0
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,2,28,16056,0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,2,28,16056,0
7,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,2,28,16056,0
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,-25.00,DOM,SCORING,2,28,16056,0
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,0.00,DOM,SCORING,2,28,16056,0
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,2,28,16056,0
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,,DOM,SCORING,2,28,16056,0
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,2,28,16056,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,-100.00,DOM,SCORING,2,28,16056,0
0,16,Peña Isabel Yonkaira Paola ,OH,6,5,1,0,,17.65,DOM,SCORING,3,25,16056,1
1,20,Martinez Brayelin Elizabeth ,OH,6,5,1,0,,8.33,DOM,SCORING,3,25,16056,1
2,23,Gonzalez Lopez Gaila Ceneida ,O,4,4,0,0,,15.38,DOM,SCORING,3,25,16056,1
3,7,Marte Frica Niverka Dharlenis (C),S,1,1,0,0,,14.29,DOM,SCORING,3,25,16056,1
4,21,Martinez Jineiry ,MB,1,1,0,0,,-18.18,DOM,SCORING,3,25,16056,1
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,3,25,16056,1
6,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,-27.27,DOM,SCORING,3,25,16056,1
7,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.00,DOM,SCORING,3,25,16056,1
8,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,3,25,16056,1
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,3,25,16056,1
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,3,25,16056,1
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,,DOM,SCORING,3,25,16056,1
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,3,25,16056,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,3,25,16056,1
0,20,Martinez Brayelin Elizabeth ,OH,5,5,0,0,,6.67,DOM,SCORING,4,17,16056,0
1,16,Peña Isabel Yonkaira Paola ,OH,2,2,0,0,,0.00,DOM,SCORING,4,17,16056,0
2,21,Martinez Jineiry ,MB,2,1,1,0,,0.00,DOM,SCORING,4,17,16056,0
3,23,Gonzalez Lopez Gaila Ceneida ,O,2,2,0,0,,-20.00,DOM,SCORING,4,17,16056,0
4,3,Eve Mejia Lisvel Elisa ,MB,1,0,0,1,,0.00,DOM,SCORING,4,17,16056,0
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,4,17,16056,0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.00,DOM,SCORING,4,17,16056,0
7,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,4,17,16056,0
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,0.00,DOM,SCORING,4,17,16056,0
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,4,17,16056,0
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,4,17,16056,0
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,,DOM,SCORING,4,17,16056,0
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,4,17,16056,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,4,17,16056,0
0,9,Stysiak Magdalena ,O,28,24,4,0,,22.22,POL,SCORING,0,0,16056,
1,30,Rozanski Olivia ,OH,19,17,2,0,,8.93,POL,SCORING,0,0,16056,
2,5,Korneluk Agnieszka (C),MB,11,6,4,1,,8.00,POL,SCORING,0,0,16056,
3,11,Lukasik Martyna ,OH,10,7,1,2,,-2.22,POL,SCORING,0,0,16056,
4,95,Jurczyk Magdalena ,MB,6,4,2,0,,2.94,POL,SCORING,0,0,16056,
5,7,Galkowska Monika ,O,3,2,1,0,,11.11,POL,SCORING,0,0,16056,
6,26,Wenerska Katarzyna ,S,1,1,0,0,,-5.56,POL,SCORING,0,0,16056,
7,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,0,0,16056,
8,10,Fedusio Monika ,OH,0,0,0,0,,0.00,POL,SCORING,0,0,16056,
9,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,0,0,16056,
10,15,Czyrnianska Martyna ,OH,0,0,0,0,,-100.00,POL,SCORING,0,0,16056,
11,23,Pierzchała Dominika ,MB,0,0,0,0,,,POL,SCORING,0,0,16056,
12,27,Pacak Joanna ,MB,0,0,0,0,,,POL,SCORING,0,0,16056,
13,62,Nowicka Julia ,S,0,0,0,0,,0.00,POL,SCORING,0,0,16056,
0,30,Rozanski Olivia ,OH,6,6,0,0,,20.00,POL,SCORING,1,25,16056,1
1,5,Korneluk Agnieszka (C),MB,4,2,2,0,,30.77,POL,SCORING,1,25,16056,1
2,9,Stysiak Magdalena ,O,4,3,1,0,,0.00,POL,SCORING,1,25,16056,1
3,11,Lukasik Martyna ,OH,2,1,1,0,,-28.57,POL,SCORING,1,25,16056,1
4,26,Wenerska Katarzyna ,S,1,1,0,0,,0.00,POL,SCORING,1,25,16056,1
5,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,1,25,16056,1
6,7,Galkowska Monika ,O,0,0,0,0,,,POL,SCORING,1,25,16056,1
7,10,Fedusio Monika ,OH,0,0,0,0,,,POL,SCORING,1,25,16056,1
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,1,25,16056,1
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,,POL,SCORING,1,25,16056,1
10,23,Pierzchała Dominika ,MB,0,0,0,0,,,POL,SCORING,1,25,16056,1
11,27,Pacak Joanna ,MB,0,0,0,0,,,POL,SCORING,1,25,16056,1
12,62,Nowicka Julia ,S,0,0,0,0,,,POL,SCORING,1,25,16056,1
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,-25.00,POL,SCORING,1,25,16056,1
0,9,Stysiak Magdalena ,O,11,9,2,0,,34.78,POL,SCORING,2,30,16056,1
1,11,Lukasik Martyna ,OH,4,2,0,2,,18.18,POL,SCORING,2,30,16056,1
2,30,Rozanski Olivia ,OH,4,4,0,0,,0.00,POL,SCORING,2,30,16056,1
3,95,Jurczyk Magdalena ,MB,2,1,1,0,,10.00,POL,SCORING,2,30,16056,1
4,5,Korneluk Agnieszka (C),MB,1,1,0,0,,-16.67,POL,SCORING,2,30,16056,1
5,7,Galkowska Monika ,O,1,0,1,0,,0.00,POL,SCORING,2,30,16056,1
6,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,2,30,16056,1
7,10,Fedusio Monika ,OH,0,0,0,0,,0.00,POL,SCORING,2,30,16056,1
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,2,30,16056,1
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,,POL,SCORING,2,30,16056,1
10,23,Pierzchała Dominika ,MB,0,0,0,0,,,POL,SCORING,2,30,16056,1
11,26,Wenerska Katarzyna ,S,0,0,0,0,,-20.00,POL,SCORING,2,30,16056,1
12,27,Pacak Joanna ,MB,0,0,0,0,,,POL,SCORING,2,30,16056,1
13,62,Nowicka Julia ,S,0,0,0,0,,0.00,POL,SCORING,2,30,16056,1
0,9,Stysiak Magdalena ,O,5,5,0,0,,4.76,POL,SCORING,3,23,16056,0
1,5,Korneluk Agnieszka (C),MB,3,2,1,0,,7.14,POL,SCORING,3,23,16056,0
2,7,Galkowska Monika ,O,2,2,0,0,,25.00,POL,SCORING,3,23,16056,0
3,11,Lukasik Martyna ,OH,2,2,0,0,,0.00,POL,SCORING,3,23,16056,0
4,30,Rozanski Olivia ,OH,2,2,0,0,,-21.43,POL,SCORING,3,23,16056,0
5,95,Jurczyk Magdalena ,MB,2,2,0,0,,28.57,POL,SCORING,3,23,16056,0
6,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,3,23,16056,0
7,10,Fedusio Monika ,OH,0,0,0,0,,0.00,POL,SCORING,3,23,16056,0
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,3,23,16056,0
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,,POL,SCORING,3,23,16056,0
10,23,Pierzchała Dominika ,MB,0,0,0,0,,,POL,SCORING,3,23,16056,0
11,26,Wenerska Katarzyna ,S,0,0,0,0,,0.00,POL,SCORING,3,23,16056,0
12,27,Pacak Joanna ,MB,0,0,0,0,,,POL,SCORING,3,23,16056,0
13,62,Nowicka Julia ,S,0,0,0,0,,0.00,POL,SCORING,3,23,16056,0
0,9,Stysiak Magdalena ,O,8,7,1,0,,46.67,POL,SCORING,4,25,16056,1
1,30,Rozanski Olivia ,OH,7,5,2,0,,33.33,POL,SCORING,4,25,16056,1
2,5,Korneluk Agnieszka (C),MB,3,1,1,1,,9.09,POL,SCORING,4,25,16056,1
3,11,Lukasik Martyna ,OH,2,2,0,0,,10.00,POL,SCORING,4,25,16056,1
4,95,Jurczyk Magdalena ,MB,2,1,1,0,,20.00,POL,SCORING,4,25,16056,1
5,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,4,25,16056,1
6,7,Galkowska Monika ,O,0,0,0,0,,,POL,SCORING,4,25,16056,1
7,10,Fedusio Monika ,OH,0,0,0,0,,,POL,SCORING,4,25,16056,1
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,4,25,16056,1
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,-100.00,POL,SCORING,4,25,16056,1
10,23,Pierzchała Dominika ,MB,0,0,0,0,,,POL,SCORING,4,25,16056,1
11,26,Wenerska Katarzyna ,S,0,0,0,0,,0.00,POL,SCORING,4,25,16056,1
12,27,Pacak Joanna ,MB,0,0,0,0,,,POL,SCORING,4,25,16056,1
13,62,Nowicka Julia ,S,0,0,0,0,,,POL,SCORING,4,25,16056,1
0,12,Li Yingying ,OH,14,13,1,0,,17.39,CHN,SCORING,0,0,16057,
1,1,Yuan Xinyue (C),MB,9,6,3,0,,16.00,CHN,SCORING,0,0,16057,
2,7,Wang Yuanyuan ,MB,9,8,1,0,,23.33,CHN,SCORING,0,0,16057,
3,6,Gong Xiangyu ,O,7,5,1,1,,13.79,CHN,SCORING,0,0,16057,
4,10,Wang Yunlu ,OH,7,5,1,1,,-5.88,CHN,SCORING,0,0,16057,
5,3,Diao Linyu ,S,3,1,0,2,,-6.67,CHN,SCORING,0,0,16057,
6,8,Xu Xiaoting ,S,1,0,0,1,,100.00,CHN,SCORING,0,0,16057,
7,14,Zheng Yixin ,O,1,1,0,0,,33.33,CHN,SCORING,0,0,16057,
8,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,0,0,16057,
9,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,0,0,16057,
10,11,Zhong Hui ,OH,0,0,0,0,,,CHN,SCORING,0,0,16057,
11,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,0,0,16057,
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,0,0,16057,
13,23,Du Qingqing ,OH,0,0,0,0,,0.00,CHN,SCORING,0,0,16057,
0,12,Li Yingying ,OH,4,3,1,0,,13.33,CHN,SCORING,1,25,16057,1
1,1,Yuan Xinyue (C),MB,3,3,0,0,,0.00,CHN,SCORING,1,25,16057,1
2,7,Wang Yuanyuan ,MB,3,3,0,0,,28.57,CHN,SCORING,1,25,16057,1
3,10,Wang Yunlu ,OH,3,3,0,0,,20.00,CHN,SCORING,1,25,16057,1
4,3,Diao Linyu ,S,2,0,0,2,,7.69,CHN,SCORING,1,25,16057,1
5,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,1,25,16057,1
6,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,1,25,16057,1
7,6,Gong Xiangyu ,O,0,0,0,0,,-11.11,CHN,SCORING,1,25,16057,1
8,8,Xu Xiaoting ,S,0,0,0,0,,,CHN,SCORING,1,25,16057,1
9,11,Zhong Hui ,OH,0,0,0,0,,,CHN,SCORING,1,25,16057,1
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,1,25,16057,1
11,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,1,25,16057,1
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,1,25,16057,1
13,23,Du Qingqing ,OH,0,0,0,0,,,CHN,SCORING,1,25,16057,1
0,6,Gong Xiangyu ,O,4,2,1,1,,44.44,CHN,SCORING,2,25,16057,1
1,7,Wang Yuanyuan ,MB,4,3,1,0,,25.00,CHN,SCORING,2,25,16057,1
2,1,Yuan Xinyue (C),MB,3,2,1,0,,28.57,CHN,SCORING,2,25,16057,1
3,10,Wang Yunlu ,OH,2,1,1,0,,-12.50,CHN,SCORING,2,25,16057,1
4,12,Li Yingying ,OH,2,2,0,0,,12.50,CHN,SCORING,2,25,16057,1
5,3,Diao Linyu ,S,1,1,0,0,,-20.00,CHN,SCORING,2,25,16057,1
6,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,2,25,16057,1
7,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,2,25,16057,1
8,8,Xu Xiaoting ,S,0,0,0,0,,,CHN,SCORING,2,25,16057,1
9,11,Zhong Hui ,OH,0,0,0,0,,,CHN,SCORING,2,25,16057,1
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,2,25,16057,1
11,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,2,25,16057,1
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,2,25,16057,1
13,23,Du Qingqing ,OH,0,0,0,0,,,CHN,SCORING,2,25,16057,1
0,12,Li Yingying ,OH,8,8,0,0,,21.74,CHN,SCORING,3,29,16057,1
1,1,Yuan Xinyue (C),MB,3,1,2,0,,20.00,CHN,SCORING,3,29,16057,1
2,6,Gong Xiangyu ,O,3,3,0,0,,9.09,CHN,SCORING,3,29,16057,1
3,7,Wang Yuanyuan ,MB,2,2,0,0,,18.18,CHN,SCORING,3,29,16057,1
4,10,Wang Yunlu ,OH,2,1,0,1,,-18.75,CHN,SCORING,3,29,16057,1
5,8,Xu Xiaoting ,S,1,0,0,1,,100.00,CHN,SCORING,3,29,16057,1
6,14,Zheng Yixin ,O,1,1,0,0,,33.33,CHN,SCORING,3,29,16057,1
7,3,Diao Linyu ,S,0,0,0,0,,-14.29,CHN,SCORING,3,29,16057,1
8,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,3,29,16057,1
9,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,3,29,16057,1
10,11,Zhong Hui ,OH,0,0,0,0,,,CHN,SCORING,3,29,16057,1
11,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,3,29,16057,1
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,3,29,16057,1
13,23,Du Qingqing ,OH,0,0,0,0,,0.00,CHN,SCORING,3,29,16057,1
0,9,Gray Alexa (C),OH,13,12,1,0,,16.22,CAN,SCORING,0,0,16057,
1,14,Howe Hilary ,OH,12,11,1,0,,17.50,CAN,SCORING,0,0,16057,
2,3,Van Ryk Kiera ,OH,10,10,0,0,,-20.00,CAN,SCORING,0,0,16057,
3,19,Maglio Emily ,MB,5,5,0,0,,-4.35,CAN,SCORING,0,0,16057,
4,7,Van Buskirk Layne ,MB,3,3,0,0,,9.09,CAN,SCORING,0,0,16057,
5,13,King Brie ,S,3,0,1,2,,20.00,CAN,SCORING,0,0,16057,
6,5,Murmann Julia ,L,0,0,0,0,,,CAN,SCORING,0,0,16057,
7,6,White Jazmine Ruth ,MB,0,0,0,0,,,CAN,SCORING,0,0,16057,
8,8,Ogoms Alicia ,MB,0,0,0,0,,0.00,CAN,SCORING,0,0,16057,
9,11,Mitrovic Andrea ,OH,0,0,0,0,,-100.00,CAN,SCORING,0,0,16057,
10,15,Joseph Shainah ,O,0,0,0,0,,,CAN,SCORING,0,0,16057,
11,16,Livingston Caroline ,OH,0,0,0,0,,0.00,CAN,SCORING,0,0,16057,
12,20,Palermo Arielle ,L,0,0,0,0,,,CAN,SCORING,0,0,16057,
13,26,Pelland Quinn ,S,0,0,0,0,,,CAN,SCORING,0,0,16057,
0,3,Van Ryk Kiera ,OH,3,3,0,0,,-15.38,CAN,SCORING,1,14,16057,0
1,14,Howe Hilary ,OH,3,3,0,0,,25.00,CAN,SCORING,1,14,16057,0
2,7,Van Buskirk Layne ,MB,2,2,0,0,,33.33,CAN,SCORING,1,14,16057,0
3,9,Gray Alexa (C),OH,2,2,0,0,,0.00,CAN,SCORING,1,14,16057,0
4,5,Murmann Julia ,L,0,0,0,0,,,CAN,SCORING,1,14,16057,0
5,6,White Jazmine Ruth ,MB,0,0,0,0,,,CAN,SCORING,1,14,16057,0
