Unnamed: 0,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
10,16,Rettke Dana ,MB,0,0,0,0,,,USA,SCORING,3,25,16048,1.0
11,25,Nuneviller Brooke ,OH,0,0,0,0,,,USA,SCORING,3,25,16048,1.0
12,29,Lanier Khalia ,OH,0,0,0,0,,,USA,SCORING,3,25,16048,1.0
13,36,Gates Madeleine ,MB,0,0,0,0,,-40.0,USA,SCORING,3,25,16048,1.0
0,19,Pyo Seungju ,OH,11,9,2,0,,18.18,KOR,SCORING,0,0,16048,
1,17,Jung Hoyoung ,MB,7,7,0,0,,16.0,KOR,SCORING,0,0,16048,
2,18,Kim Miyoun ,OH,7,6,1,0,,0.0,KOR,SCORING,0,0,16048,
3,6,Park Eunjin ,MB,6,6,0,0,,0.0,KOR,SCORING,0,0,16048,
4,71,Moon Jiyun ,O,6,6,0,0,,-19.44,KOR,SCORING,0,0,16048,
5,5,Kim Dain ,S,1,1,0,0,,-9.09,KOR,SCORING,0,0,16048,
6,97,Kang Sohwi ,OH,1,1,0,0,,-20.0,KOR,SCORING,0,0,16048,
7,2,Lee Juah ,MB,0,0,0,0,,-50.0,KOR,SCORING,0,0,16048,
8,3,Yeum Hye Seon ,S,0,0,0,0,,0.0,KOR,SCORING,0,0,16048,
9,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,0,0,16048,
10,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,0,0,16048,
11,13,Park Jeongah (C),OH,0,0,0,0,,,KOR,SCORING,0,0,16048,
12,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,0,0,16048,
13,16,Jeong Jiyun ,OH,0,0,0,0,,-50.0,KOR,SCORING,0,0,16048,
0,6,Park Eunjin ,MB,3,3,0,0,,8.33,KOR,SCORING,1,16,16048,0.0
1,19,Pyo Seungju ,OH,3,2,1,0,,12.5,KOR,SCORING,1,16,16048,0.0
2,71,Moon Jiyun ,O,3,3,0,0,,-11.76,KOR,SCORING,1,16,16048,0.0
3,17,Jung Hoyoung ,MB,2,2,0,0,,66.67,KOR,SCORING,1,16,16048,0.0
4,18,Kim Miyoun ,OH,1,1,0,0,,-18.18,KOR,SCORING,1,16,16048,0.0
5,97,Kang Sohwi ,OH,1,1,0,0,,0.0,KOR,SCORING,1,16,16048,0.0
6,2,Lee Juah ,MB,0,0,0,0,,,KOR,SCORING,1,16,16048,0.0
7,3,Yeum Hye Seon ,S,0,0,0,0,,0.0,KOR,SCORING,1,16,16048,0.0
8,5,Kim Dain ,S,0,0,0,0,,-33.33,KOR,SCORING,1,16,16048,0.0
9,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,1,16,16048,0.0
10,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,1,16,16048,0.0
11,13,Park Jeongah (C),OH,0,0,0,0,,,KOR,SCORING,1,16,16048,0.0
12,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,1,16,16048,0.0
13,16,Jeong Jiyun ,OH,0,0,0,0,,,KOR,SCORING,1,16,16048,0.0
0,18,Kim Miyoun ,OH,5,4,1,0,,26.67,KOR,SCORING,2,25,16048,0.0
1,6,Park Eunjin ,MB,3,3,0,0,,0.0,KOR,SCORING,2,25,16048,0.0
2,19,Pyo Seungju ,OH,3,3,0,0,,6.67,KOR,SCORING,2,25,16048,0.0
3,71,Moon Jiyun ,O,3,3,0,0,,0.0,KOR,SCORING,2,25,16048,0.0
4,17,Jung Hoyoung ,MB,2,2,0,0,,7.69,KOR,SCORING,2,25,16048,0.0
5,5,Kim Dain ,S,1,1,0,0,,0.0,KOR,SCORING,2,25,16048,0.0
6,2,Lee Juah ,MB,0,0,0,0,,-50.0,KOR,SCORING,2,25,16048,0.0
7,3,Yeum Hye Seon ,S,0,0,0,0,,,KOR,SCORING,2,25,16048,0.0
8,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,2,25,16048,0.0
9,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,2,25,16048,0.0
10,13,Park Jeongah (C),OH,0,0,0,0,,,KOR,SCORING,2,25,16048,0.0
11,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,2,25,16048,0.0
12,16,Jeong Jiyun ,OH,0,0,0,0,,,KOR,SCORING,2,25,16048,0.0
13,97,Kang Sohwi ,OH,0,0,0,0,,-100.0,KOR,SCORING,2,25,16048,0.0
0,19,Pyo Seungju ,OH,5,4,1,0,,40.0,KOR,SCORING,3,11,16048,0.0
1,17,Jung Hoyoung ,MB,3,3,0,0,,11.11,KOR,SCORING,3,11,16048,0.0
2,18,Kim Miyoun ,OH,1,1,0,0,,-15.38,KOR,SCORING,3,11,16048,0.0
3,2,Lee Juah ,MB,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
4,3,Yeum Hye Seon ,S,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
5,5,Kim Dain ,S,0,0,0,0,,0.0,KOR,SCORING,3,11,16048,0.0
6,6,Park Eunjin ,MB,0,0,0,0,,-20.0,KOR,SCORING,3,11,16048,0.0
7,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
8,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
9,13,Park Jeongah (C),OH,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
10,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
11,16,Jeong Jiyun ,OH,0,0,0,0,,-50.0,KOR,SCORING,3,11,16048,0.0
12,71,Moon Jiyun ,O,0,0,0,0,,-71.43,KOR,SCORING,3,11,16048,0.0
13,97,Kang Sohwi ,OH,0,0,0,0,,,KOR,SCORING,3,11,16048,0.0
0,4,Vargas Melissa Teresa ,O,22,20,2,0,,32.61,TUR,SCORING,0,0,16049,
1,6,Akman Kubra ,MB,9,3,5,1,,16.13,TUR,SCORING,0,0,16049,
2,18,Gunes Zehra ,MB,8,4,4,0,,2.78,TUR,SCORING,0,0,16049,
3,22,Aydin İlkin ,OH,8,7,0,1,,-6.9,TUR,SCORING,0,0,16049,
4,11,Cebecioglu Derya ,OH,5,5,0,0,,0.0,TUR,SCORING,0,0,16049,
5,99,Karakurt Ebrar ,O,5,4,1,0,,12.5,TUR,SCORING,0,0,16049,
6,3,Özbay Cansu ,S,1,0,1,0,,-16.67,TUR,SCORING,0,0,16049,
7,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,0,0,16049,
8,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,0,0,16049,
9,7,Baladin Hande ,OH,0,0,0,0,,,TUR,SCORING,0,0,16049,
10,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,0,0,16049,
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,0,0,16049,
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,0,0,16049,
13,19,Kalac Asli ,MB,0,0,0,0,,,TUR,SCORING,0,0,16049,
0,6,Akman Kubra ,MB,7,2,4,1,,28.57,TUR,SCORING,1,25,16049,1.0
1,4,Vargas Melissa Teresa ,O,5,5,0,0,,33.33,TUR,SCORING,1,25,16049,1.0
2,22,Aydin İlkin ,OH,3,3,0,0,,0.0,TUR,SCORING,1,25,16049,1.0
3,11,Cebecioglu Derya ,OH,2,2,0,0,,-12.5,TUR,SCORING,1,25,16049,1.0
4,18,Gunes Zehra ,MB,2,1,1,0,,0.0,TUR,SCORING,1,25,16049,1.0
5,99,Karakurt Ebrar ,O,1,1,0,0,,100.0,TUR,SCORING,1,25,16049,1.0
6,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
7,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
8,3,Özbay Cansu ,S,0,0,0,0,,0.0,TUR,SCORING,1,25,16049,1.0
9,7,Baladin Hande ,OH,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
10,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
13,19,Kalac Asli ,MB,0,0,0,0,,,TUR,SCORING,1,25,16049,1.0
0,4,Vargas Melissa Teresa ,O,12,11,1,0,,38.1,TUR,SCORING,2,26,16049,1.0
1,18,Gunes Zehra ,MB,3,1,2,0,,12.5,TUR,SCORING,2,26,16049,1.0
2,22,Aydin İlkin ,OH,3,3,0,0,,-11.11,TUR,SCORING,2,26,16049,1.0
3,99,Karakurt Ebrar ,O,2,1,1,0,,16.67,TUR,SCORING,2,26,16049,1.0
4,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
5,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
6,3,Özbay Cansu ,S,0,0,0,0,,0.0,TUR,SCORING,2,26,16049,1.0
7,6,Akman Kubra ,MB,0,0,0,0,,-16.67,TUR,SCORING,2,26,16049,1.0
8,7,Baladin Hande ,OH,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
9,11,Cebecioglu Derya ,OH,0,0,0,0,,-18.18,TUR,SCORING,2,26,16049,1.0
10,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
13,19,Kalac Asli ,MB,0,0,0,0,,,TUR,SCORING,2,26,16049,1.0
0,4,Vargas Melissa Teresa ,O,5,4,1,0,,23.08,TUR,SCORING,3,25,16049,1.0
1,11,Cebecioglu Derya ,OH,3,3,0,0,,27.27,TUR,SCORING,3,25,16049,1.0
2,18,Gunes Zehra ,MB,3,2,1,0,,-9.09,TUR,SCORING,3,25,16049,1.0
3,6,Akman Kubra ,MB,2,1,1,0,,18.18,TUR,SCORING,3,25,16049,1.0
4,22,Aydin İlkin ,OH,2,1,0,1,,-12.5,TUR,SCORING,3,25,16049,1.0
5,99,Karakurt Ebrar ,O,2,2,0,0,,0.0,TUR,SCORING,3,25,16049,1.0
6,3,Özbay Cansu ,S,1,0,1,0,,-33.33,TUR,SCORING,3,25,16049,1.0
7,1,Orge Gizem ,L,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
8,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
9,7,Baladin Hande ,OH,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
10,12,Şahin Elif ,S,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
12,16,Sahin Saliha ,OH,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
13,19,Kalac Asli ,MB,0,0,0,0,,,TUR,SCORING,3,25,16049,1.0
0,15,Nwakalor Sylvia Chinelo ,O,17,15,2,0,,23.26,ITA,SCORING,0,0,16049,
1,2,Degradi Alice Carlotta ,OH,13,11,2,0,,-4.44,ITA,SCORING,0,0,16049,
2,12,Mazzaro Alessia ,MB,5,4,1,0,,0.0,ITA,SCORING,0,0,16049,
3,21,Omoruyi Oghosasere Loveth ,OH,5,4,0,1,,-4.17,ITA,SCORING,0,0,16049,
4,16,D'Odorico Sofia ,OH,3,3,0,0,,10.0,ITA,SCORING,0,0,16049,
5,19,Squarcini Federica ,MB,3,0,1,2,,12.5,ITA,SCORING,0,0,16049,
6,34,Nwakalor Linda Nkiruka ,MB,3,1,2,0,,5.56,ITA,SCORING,0,0,16049,
7,4,Bosio Francesca ,S,0,0,0,0,,-18.75,ITA,SCORING,0,0,16049,
8,5,Battistoni Ilaria ,S,0,0,0,0,,,ITA,SCORING,0,0,16049,
9,11,Danesi Anna ,MB,0,0,0,0,,,ITA,SCORING,0,0,16049,
10,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,,ITA,SCORING,0,0,16049,
11,20,Parrocchiale Beatrice ,L,0,0,0,0,,,ITA,SCORING,0,0,16049,
12,22,Panetoni Sara ,L,0,0,0,0,,,ITA,SCORING,0,0,16049,
13,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,0.0,ITA,SCORING,0,0,16049,
0,15,Nwakalor Sylvia Chinelo ,O,5,5,0,0,,30.0,ITA,SCORING,1,19,16049,0.0
1,21,Omoruyi Oghosasere Loveth ,OH,4,4,0,0,,20.0,ITA,SCORING,1,19,16049,0.0
2,2,Degradi Alice Carlotta ,OH,3,3,0,0,,-7.69,ITA,SCORING,1,19,16049,0.0
3,19,Squarcini Federica ,MB,1,0,0,1,,-25.0,ITA,SCORING,1,19,16049,0.0
4,4,Bosio Francesca ,S,0,0,0,0,,0.0,ITA,SCORING,1,19,16049,0.0
5,5,Battistoni Ilaria ,S,0,0,0,0,,,ITA,SCORING,1,19,16049,0.0
6,11,Danesi Anna ,MB,0,0,0,0,,,ITA,SCORING,1,19,16049,0.0
7,12,Mazzaro Alessia ,MB,0,0,0,0,,-20.0,ITA,SCORING,1,19,16049,0.0
8,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,1,19,16049,0.0
9,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,,ITA,SCORING,1,19,16049,0.0
10,20,Parrocchiale Beatrice ,L,0,0,0,0,,,ITA,SCORING,1,19,16049,0.0
11,22,Panetoni Sara ,L,0,0,0,0,,,ITA,SCORING,1,19,16049,0.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,0.0,ITA,SCORING,1,19,16049,0.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,-50.0,ITA,SCORING,1,19,16049,0.0
0,2,Degradi Alice Carlotta ,OH,6,5,1,0,,5.88,ITA,SCORING,2,24,16049,0.0
1,15,Nwakalor Sylvia Chinelo ,O,6,5,1,0,,17.65,ITA,SCORING,2,24,16049,0.0
2,12,Mazzaro Alessia ,MB,3,3,0,0,,11.11,ITA,SCORING,2,24,16049,0.0
3,34,Nwakalor Linda Nkiruka ,MB,3,1,2,0,,33.33,ITA,SCORING,2,24,16049,0.0
4,19,Squarcini Federica ,MB,1,0,0,1,,50.0,ITA,SCORING,2,24,16049,0.0
5,21,Omoruyi Oghosasere Loveth ,OH,1,0,0,1,,-18.18,ITA,SCORING,2,24,16049,0.0
6,4,Bosio Francesca ,S,0,0,0,0,,-33.33,ITA,SCORING,2,24,16049,0.0
7,5,Battistoni Ilaria ,S,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
8,11,Danesi Anna ,MB,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
9,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
10,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
11,20,Parrocchiale Beatrice ,L,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
12,22,Panetoni Sara ,L,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
13,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,,ITA,SCORING,2,24,16049,0.0
0,15,Nwakalor Sylvia Chinelo ,O,6,5,1,0,,25.0,ITA,SCORING,3,19,16049,0.0
1,2,Degradi Alice Carlotta ,OH,4,3,1,0,,-13.33,ITA,SCORING,3,19,16049,0.0
2,16,D'Odorico Sofia ,OH,3,3,0,0,,10.0,ITA,SCORING,3,19,16049,0.0
3,12,Mazzaro Alessia ,MB,2,1,1,0,,0.0,ITA,SCORING,3,19,16049,0.0
4,19,Squarcini Federica ,MB,1,0,1,0,,50.0,ITA,SCORING,3,19,16049,0.0
5,4,Bosio Francesca ,S,0,0,0,0,,-20.0,ITA,SCORING,3,19,16049,0.0
6,5,Battistoni Ilaria ,S,0,0,0,0,,,ITA,SCORING,3,19,16049,0.0
7,11,Danesi Anna ,MB,0,0,0,0,,,ITA,SCORING,3,19,16049,0.0
8,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,,ITA,SCORING,3,19,16049,0.0
9,20,Parrocchiale Beatrice ,L,0,0,0,0,,,ITA,SCORING,3,19,16049,0.0
10,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,-33.33,ITA,SCORING,3,19,16049,0.0
11,22,Panetoni Sara ,L,0,0,0,0,,,ITA,SCORING,3,19,16049,0.0
12,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,,ITA,SCORING,3,19,16049,0.0
13,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,-14.29,ITA,SCORING,3,19,16049,0.0
0,19,Moksri Chatchu-On ,OH,20,16,2,2,,17.46,THA,SCORING,0,0,16052,
1,16,Kokram Pimpichaya ,O,13,12,1,0,,14.89,THA,SCORING,0,0,16052,
2,5,Nuekjang Thatdao ,MB,11,4,7,0,,13.95,THA,SCORING,0,0,16052,
3,12,Bamrungsuk Hattaya ,MB,7,4,2,1,,0.0,THA,SCORING,0,0,16052,
4,18,Kongyot Ajcharaporn ,OH,6,6,0,0,,17.39,THA,SCORING,0,0,16052,
5,1,Srithong Wipawee ,OH,5,4,1,0,,29.41,THA,SCORING,0,0,16052,
6,3,Guedpard Pornpun ,S,2,2,0,0,,5.88,THA,SCORING,0,0,16052,
7,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,0,0,16052,
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,0,0,16052,
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,0,0,16052,
10,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,0,0,16052,
11,21,Sooksod Thanacha ,O,0,0,0,0,,-20.0,THA,SCORING,0,0,16052,
12,23,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,0,0,16052,
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,,THA,SCORING,0,0,16052,
0,19,Moksri Chatchu-On ,OH,8,5,1,2,,26.32,THA,SCORING,1,25,16052,1.0
1,5,Nuekjang Thatdao ,MB,4,2,2,0,,30.0,THA,SCORING,1,25,16052,1.0
2,16,Kokram Pimpichaya ,O,4,3,1,0,,5.88,THA,SCORING,1,25,16052,1.0
3,12,Bamrungsuk Hattaya ,MB,3,3,0,0,,13.33,THA,SCORING,1,25,16052,1.0
4,18,Kongyot Ajcharaporn ,OH,1,1,0,0,,16.67,THA,SCORING,1,25,16052,1.0
5,1,Srithong Wipawee ,OH,0,0,0,0,,0.0,THA,SCORING,1,25,16052,1.0
6,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
7,3,Guedpard Pornpun ,S,0,0,0,0,,0.0,THA,SCORING,1,25,16052,1.0
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
10,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
12,23,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,,THA,SCORING,1,25,16052,1.0
0,19,Moksri Chatchu-On ,OH,7,6,1,0,,12.5,THA,SCORING,2,28,16052,1.0
1,16,Kokram Pimpichaya ,O,6,6,0,0,,31.25,THA,SCORING,2,28,16052,1.0
2,18,Kongyot Ajcharaporn ,OH,5,5,0,0,,25.0,THA,SCORING,2,28,16052,1.0
3,5,Nuekjang Thatdao ,MB,4,1,3,0,,6.25,THA,SCORING,2,28,16052,1.0
4,3,Guedpard Pornpun ,S,1,1,0,0,,20.0,THA,SCORING,2,28,16052,1.0
5,12,Bamrungsuk Hattaya ,MB,1,0,1,0,,-18.18,THA,SCORING,2,28,16052,1.0
6,1,Srithong Wipawee ,OH,0,0,0,0,,0.0,THA,SCORING,2,28,16052,1.0
7,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
10,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
12,23,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,,THA,SCORING,2,28,16052,1.0
0,1,Srithong Wipawee ,OH,5,4,1,0,,35.71,THA,SCORING,3,25,16052,1.0
1,19,Moksri Chatchu-On ,OH,5,5,0,0,,15.0,THA,SCORING,3,25,16052,1.0
2,5,Nuekjang Thatdao ,MB,3,1,2,0,,11.76,THA,SCORING,3,25,16052,1.0
3,12,Bamrungsuk Hattaya ,MB,3,1,1,1,,0.0,THA,SCORING,3,25,16052,1.0
4,16,Kokram Pimpichaya ,O,3,3,0,0,,7.14,THA,SCORING,3,25,16052,1.0
5,3,Guedpard Pornpun ,S,1,1,0,0,,0.0,THA,SCORING,3,25,16052,1.0
6,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,3,25,16052,1.0
7,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,3,25,16052,1.0
8,17,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,3,25,16052,1.0
9,18,Kongyot Ajcharaporn ,OH,0,0,0,0,,-100.0,THA,SCORING,3,25,16052,1.0
10,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,3,25,16052,1.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,-20.0,THA,SCORING,3,25,16052,1.0
12,23,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,3,25,16052,1.0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,,THA,SCORING,3,25,16052,1.0
0,13,Park Jeongah (C),OH,14,11,3,0,,18.18,KOR,SCORING,0,0,16052,
1,71,Moon Jiyun ,O,9,9,0,0,,20.0,KOR,SCORING,0,0,16052,
2,2,Lee Juah ,MB,8,6,1,1,,11.54,KOR,SCORING,0,0,16052,
3,17,Jung Hoyoung ,MB,7,5,1,1,,-6.06,KOR,SCORING,0,0,16052,
4,19,Pyo Seungju ,OH,5,5,0,0,,-17.39,KOR,SCORING,0,0,16052,
5,16,Jeong Jiyun ,OH,2,2,0,0,,-25.0,KOR,SCORING,0,0,16052,
6,18,Kim Miyoun ,OH,2,1,0,1,,0.0,KOR,SCORING,0,0,16052,
7,97,Kang Sohwi ,OH,2,2,0,0,,-12.5,KOR,SCORING,0,0,16052,
8,3,Yeum Hye Seon ,S,0,0,0,0,,-7.14,KOR,SCORING,0,0,16052,
9,5,Kim Dain ,S,0,0,0,0,,-10.0,KOR,SCORING,0,0,16052,
10,6,Park Eunjin ,MB,0,0,0,0,,,KOR,SCORING,0,0,16052,
11,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,0,0,16052,
12,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,0,0,16052,
13,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,0,0,16052,
0,13,Park Jeongah (C),OH,6,4,2,0,,40.0,KOR,SCORING,1,17,16052,0.0
1,2,Lee Juah ,MB,2,2,0,0,,-11.11,KOR,SCORING,1,17,16052,0.0
2,17,Jung Hoyoung ,MB,2,1,0,1,,-22.22,KOR,SCORING,1,17,16052,0.0
3,97,Kang Sohwi ,OH,2,2,0,0,,-6.67,KOR,SCORING,1,17,16052,0.0
4,16,Jeong Jiyun ,OH,1,1,0,0,,-18.18,KOR,SCORING,1,17,16052,0.0
5,3,Yeum Hye Seon ,S,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
6,5,Kim Dain ,S,0,0,0,0,,-25.0,KOR,SCORING,1,17,16052,0.0
7,6,Park Eunjin ,MB,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
8,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
9,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
10,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
11,18,Kim Miyoun ,OH,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
12,19,Pyo Seungju ,OH,0,0,0,0,,0.0,KOR,SCORING,1,17,16052,0.0
13,71,Moon Jiyun ,O,0,0,0,0,,,KOR,SCORING,1,17,16052,0.0
0,13,Park Jeongah (C),OH,5,5,0,0,,15.0,KOR,SCORING,2,26,16052,0.0
1,17,Jung Hoyoung ,MB,4,4,0,0,,15.38,KOR,SCORING,2,26,16052,0.0
2,2,Lee Juah ,MB,3,2,1,0,,28.57,KOR,SCORING,2,26,16052,0.0
3,18,Kim Miyoun ,OH,2,1,0,1,,0.0,KOR,SCORING,2,26,16052,0.0
4,19,Pyo Seungju ,OH,2,2,0,0,,-12.5,KOR,SCORING,2,26,16052,0.0
5,71,Moon Jiyun ,O,2,2,0,0,,0.0,KOR,SCORING,2,26,16052,0.0
6,16,Jeong Jiyun ,OH,1,1,0,0,,-40.0,KOR,SCORING,2,26,16052,0.0
7,3,Yeum Hye Seon ,S,0,0,0,0,,0.0,KOR,SCORING,2,26,16052,0.0
8,5,Kim Dain ,S,0,0,0,0,,0.0,KOR,SCORING,2,26,16052,0.0
9,6,Park Eunjin ,MB,0,0,0,0,,,KOR,SCORING,2,26,16052,0.0
10,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,2,26,16052,0.0
11,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,2,26,16052,0.0
12,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,2,26,16052,0.0
13,97,Kang Sohwi ,OH,0,0,0,0,,-100.0,KOR,SCORING,2,26,16052,0.0
0,71,Moon Jiyun ,O,7,7,0,0,,27.78,KOR,SCORING,3,21,16052,0.0
1,2,Lee Juah ,MB,3,2,0,1,,20.0,KOR,SCORING,3,21,16052,0.0
2,13,Park Jeongah (C),OH,3,2,1,0,,5.0,KOR,SCORING,3,21,16052,0.0
3,19,Pyo Seungju ,OH,3,3,0,0,,-23.08,KOR,SCORING,3,21,16052,0.0
4,17,Jung Hoyoung ,MB,1,0,1,0,,-18.18,KOR,SCORING,3,21,16052,0.0
5,3,Yeum Hye Seon ,S,0,0,0,0,,-10.0,KOR,SCORING,3,21,16052,0.0
6,5,Kim Dain ,S,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
7,6,Park Eunjin ,MB,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
8,8,Shin Yeongyeong ,L,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
9,12,Moon Jungwon ,L,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
10,14,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
11,16,Jeong Jiyun ,OH,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
12,18,Kim Miyoun ,OH,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
13,97,Kang Sohwi ,OH,0,0,0,0,,,KOR,SCORING,3,21,16052,0.0
