,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
7,11,Hyapha Amporn ,MB,0,0,0,0,,THA,RECEPTION,3,18,11839,0
8,12,Chaisri Tapaphaipun ,L,0,0,0,0,,THA,RECEPTION,3,18,11839,0
9,13,Tomkom Nootsara ,S,0,0,0,0,,THA,RECEPTION,3,18,11839,0
10,17,Piampongsan Gullapa ,S,0,0,0,0,,THA,RECEPTION,3,18,11839,0
11,19,Krause Karina ,MB,0,0,0,0,,THA,RECEPTION,3,18,11839,0
12,22,Nilapa Chatsuda ,OH,0,1,1,2,-50.00,THA,RECEPTION,3,18,11839,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,RECEPTION,3,18,11839,0
0,2,Pannoy Piyanut ,L,5,0,0,5,100.00,THA,RECEPTION,4,17,11839,0
1,9,Chuewulim Sutadta ,OH,2,1,3,6,16.67,THA,RECEPTION,4,17,11839,0
2,10,Apinyapong Wilavan (C),L,2,0,1,3,66.67,THA,RECEPTION,4,17,11839,0
3,12,Chaisri Tapaphaipun ,L,2,0,2,4,50.00,THA,RECEPTION,4,17,11839,0
4,6,Sittirak Onuma ,OH,1,0,1,2,50.00,THA,RECEPTION,4,17,11839,0
5,3,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,4,17,11839,0
6,5,Thinkaow Pleumjit ,MB,0,0,0,0,,THA,RECEPTION,4,17,11839,0
7,11,Hyapha Amporn ,MB,0,0,0,0,,THA,RECEPTION,4,17,11839,0
8,13,Tomkom Nootsara ,S,0,0,0,0,,THA,RECEPTION,4,17,11839,0
9,15,Kanthong Malika ,O,0,0,1,1,0.00,THA,RECEPTION,4,17,11839,0
10,17,Piampongsan Gullapa ,S,0,0,0,0,,THA,RECEPTION,4,17,11839,0
11,19,Krause Karina ,MB,0,0,0,0,,THA,RECEPTION,4,17,11839,0
12,22,Nilapa Chatsuda ,OH,0,0,0,0,,THA,RECEPTION,4,17,11839,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,RECEPTION,4,17,11839,0
0,1,Lee Soyoung ,OH,17,5,14,36,33.33,KOR,RECEPTION,0,0,11839,
1,9,Oh Jiyoung ,L,10,0,8,18,55.56,KOR,RECEPTION,0,0,11839,
2,19,Pyo Seungju ,OH,6,0,8,14,42.86,KOR,RECEPTION,0,0,11839,
3,13,Park Jeongah ,OH,1,0,0,1,100.00,KOR,RECEPTION,0,0,11839,
4,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,0,0,11839,
5,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,0,0,11839,
6,5,Han Dahye ,L,0,0,0,0,,KOR,RECEPTION,0,0,11839,
7,7,An Hyejin ,S,0,0,0,0,,KOR,RECEPTION,0,0,11839,
8,8,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,0,0,11839,
9,10,Kim Yeon Koung (C),OH,0,0,0,0,,KOR,RECEPTION,0,0,11839,
10,12,Han Songyi ,MB,0,0,0,0,,KOR,RECEPTION,0,0,11839,
11,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,RECEPTION,0,0,11839,
12,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,RECEPTION,0,0,11839,
13,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,0,0,11839,
0,1,Lee Soyoung ,OH,4,4,7,15,0.00,KOR,RECEPTION,1,15,11839,0
1,9,Oh Jiyoung ,L,2,0,2,4,50.00,KOR,RECEPTION,1,15,11839,0
2,19,Pyo Seungju ,OH,1,0,1,2,50.00,KOR,RECEPTION,1,15,11839,0
3,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
4,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
5,5,Han Dahye ,L,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
6,7,An Hyejin ,S,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
7,8,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
8,10,Kim Yeon Koung (C),OH,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
9,12,Han Songyi ,MB,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
10,13,Park Jeongah ,OH,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
11,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
12,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
13,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,1,15,11839,0
0,1,Lee Soyoung ,OH,8,0,3,11,72.73,KOR,RECEPTION,2,25,11839,1
1,9,Oh Jiyoung ,L,1,0,0,1,100.00,KOR,RECEPTION,2,25,11839,1
2,13,Park Jeongah ,OH,1,0,0,1,100.00,KOR,RECEPTION,2,25,11839,1
3,19,Pyo Seungju ,OH,1,0,0,1,100.00,KOR,RECEPTION,2,25,11839,1
4,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
5,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
6,5,Han Dahye ,L,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
7,7,An Hyejin ,S,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
8,8,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
9,10,Kim Yeon Koung (C),OH,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
10,12,Han Songyi ,MB,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
11,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
12,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
13,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,2,25,11839,1
0,1,Lee Soyoung ,OH,4,0,1,5,80.00,KOR,RECEPTION,3,25,11839,1
1,9,Oh Jiyoung ,L,2,0,4,6,33.33,KOR,RECEPTION,3,25,11839,1
2,19,Pyo Seungju ,OH,1,0,4,5,20.00,KOR,RECEPTION,3,25,11839,1
3,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
4,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
5,5,Han Dahye ,L,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
6,7,An Hyejin ,S,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
7,8,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
8,10,Kim Yeon Koung (C),OH,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
9,12,Han Songyi ,MB,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
10,13,Park Jeongah ,OH,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
11,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
12,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
13,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,3,25,11839,1
0,9,Oh Jiyoung ,L,5,0,2,7,71.43,KOR,RECEPTION,4,25,11839,1
1,19,Pyo Seungju ,OH,3,0,3,6,50.00,KOR,RECEPTION,4,25,11839,1
2,1,Lee Soyoung ,OH,1,1,3,5,0.00,KOR,RECEPTION,4,25,11839,1
3,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
4,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
5,5,Han Dahye ,L,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
6,7,An Hyejin ,S,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
7,8,Park Eunjin ,MB,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
8,10,Kim Yeon Koung (C),OH,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
9,12,Han Songyi ,MB,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
10,13,Park Jeongah ,OH,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
11,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
12,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
13,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,RECEPTION,4,25,11839,1
0,18,Wang Mengjie ,L,10,1,8,19,47.37,CHN,RECEPTION,0,0,11840,
1,10,Liu Xiaotong ,OH,7,2,8,17,29.41,CHN,RECEPTION,0,0,11840,
2,19,Liu Yanhan ,OH,5,2,16,23,13.04,CHN,RECEPTION,0,0,11840,
3,22,Duan Fang ,OH,1,1,5,7,0.00,CHN,RECEPTION,0,0,11840,
4,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,0,0,11840,
5,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,0,0,11840,
6,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,0,0,11840,
7,7,Wang Yuanyuan ,MB,0,1,0,1,-100.00,CHN,RECEPTION,0,0,11840,
8,8,Li Yao ,OH,0,0,1,1,0.00,CHN,RECEPTION,0,0,11840,
9,9,Zhang Changning (C),OH,0,0,0,0,,CHN,RECEPTION,0,0,11840,
10,11,Yao Di ,S,0,0,0,0,,CHN,RECEPTION,0,0,11840,
11,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,0,0,11840,
12,15,Lin Li ,L,0,0,0,0,,CHN,RECEPTION,0,0,11840,
0,10,Liu Xiaotong ,OH,6,0,7,13,46.15,CHN,RECEPTION,1,13,11840,0
1,18,Wang Mengjie ,L,2,0,4,6,33.33,CHN,RECEPTION,1,13,11840,0
2,19,Liu Yanhan ,OH,1,0,5,6,16.67,CHN,RECEPTION,1,13,11840,0
3,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
4,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
5,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
6,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
7,8,Li Yao ,OH,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
8,9,Zhang Changning (C),OH,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
9,11,Yao Di ,S,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
11,15,Lin Li ,L,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
12,22,Duan Fang ,OH,0,0,0,0,,CHN,RECEPTION,1,13,11840,0
0,18,Wang Mengjie ,L,4,1,3,8,37.50,CHN,RECEPTION,2,19,11840,0
1,10,Liu Xiaotong ,OH,1,2,1,4,-25.00,CHN,RECEPTION,2,19,11840,0
2,19,Liu Yanhan ,OH,1,0,3,4,25.00,CHN,RECEPTION,2,19,11840,0
3,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
4,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
5,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
6,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
7,8,Li Yao ,OH,0,0,1,1,0.00,CHN,RECEPTION,2,19,11840,0
8,9,Zhang Changning (C),OH,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
9,11,Yao Di ,S,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
11,15,Lin Li ,L,0,0,0,0,,CHN,RECEPTION,2,19,11840,0
12,22,Duan Fang ,OH,0,0,1,1,0.00,CHN,RECEPTION,2,19,11840,0
0,18,Wang Mengjie ,L,4,0,1,5,80.00,CHN,RECEPTION,3,17,11840,0
1,19,Liu Yanhan ,OH,3,2,8,13,7.69,CHN,RECEPTION,3,17,11840,0
2,22,Duan Fang ,OH,1,1,4,6,0.00,CHN,RECEPTION,3,17,11840,0
3,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
4,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
5,5,Gao Yi ,MB,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
6,7,Wang Yuanyuan ,MB,0,1,0,1,-100.00,CHN,RECEPTION,3,17,11840,0
7,8,Li Yao ,OH,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
8,9,Zhang Changning (C),OH,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
9,10,Liu Xiaotong ,OH,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
10,11,Yao Di ,S,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
11,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
12,15,Lin Li ,L,0,0,0,0,,CHN,RECEPTION,3,17,11840,0
0,8,Ishikawa Mayu ,OH,13,0,6,19,68.42,JPN,RECEPTION,0,0,11840,
1,2,Nishida Sarina ,OH,11,0,9,20,55.00,JPN,RECEPTION,0,0,11840,
2,14,Kobata Mako ,L,2,0,1,3,66.67,JPN,RECEPTION,0,0,11840,
3,1,Kurogo Ai ,OH,1,0,3,4,25.00,JPN,RECEPTION,0,0,11840,
4,3,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,0,0,11840,
5,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,0,0,11840,
6,7,Ishii Yuki ,OH,0,0,0,0,,JPN,RECEPTION,0,0,11840,
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,0,0,11840,
8,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,0,0,11840,
9,15,Inoue Kotoe ,L,0,0,0,0,,JPN,RECEPTION,0,0,11840,
10,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,0,0,11840,
11,20,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,0,0,11840,
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,RECEPTION,0,0,11840,
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,0,0,11840,
0,8,Ishikawa Mayu ,OH,4,0,2,6,66.67,JPN,RECEPTION,1,25,11840,1
1,2,Nishida Sarina ,OH,3,0,1,4,75.00,JPN,RECEPTION,1,25,11840,1
2,14,Kobata Mako ,L,1,0,0,1,100.00,JPN,RECEPTION,1,25,11840,1
3,1,Kurogo Ai ,OH,0,0,1,1,0.00,JPN,RECEPTION,1,25,11840,1
4,3,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
5,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
6,7,Ishii Yuki ,OH,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
8,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
9,15,Inoue Kotoe ,L,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
10,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
11,20,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,1,25,11840,1
0,2,Nishida Sarina ,OH,6,0,4,10,60.00,JPN,RECEPTION,2,25,11840,1
1,8,Ishikawa Mayu ,OH,4,0,1,5,80.00,JPN,RECEPTION,2,25,11840,1
2,1,Kurogo Ai ,OH,1,0,1,2,50.00,JPN,RECEPTION,2,25,11840,1
3,3,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
4,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
5,7,Ishii Yuki ,OH,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
6,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
7,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
8,14,Kobata Mako ,L,0,0,1,1,0.00,JPN,RECEPTION,2,25,11840,1
9,15,Inoue Kotoe ,L,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
10,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
11,20,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,2,25,11840,1
0,8,Ishikawa Mayu ,OH,5,0,3,8,62.50,JPN,RECEPTION,3,25,11840,1
1,2,Nishida Sarina ,OH,2,0,4,6,33.33,JPN,RECEPTION,3,25,11840,1
2,14,Kobata Mako ,L,1,0,0,1,100.00,JPN,RECEPTION,3,25,11840,1
3,1,Kurogo Ai ,OH,0,0,1,1,0.00,JPN,RECEPTION,3,25,11840,1
4,3,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
5,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
6,7,Ishii Yuki ,OH,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
8,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
9,15,Inoue Kotoe ,L,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
10,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
11,20,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,3,25,11840,1
0,2,Lazovic Katarina (C),OH,7,3,22,32,12.50,SRB,RECEPTION,0,0,11842,
1,22,Lozo Sara ,O,6,1,14,21,23.81,SRB,RECEPTION,0,0,11842,
2,31,Djurdjevic Sanja ,L,3,1,13,17,11.76,SRB,RECEPTION,0,0,11842,
3,3,Caric Sara ,O,0,0,0,0,,SRB,RECEPTION,0,0,11842,
4,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,RECEPTION,0,0,11842,
5,7,Jaksic Ana ,S,0,0,0,0,,SRB,RECEPTION,0,0,11842,
6,21,Kocic Jovana ,MB,0,0,1,1,0.00,SRB,RECEPTION,0,0,11842,
7,23,Djordjevic Mila ,S,0,0,0,0,,SRB,RECEPTION,0,0,11842,
8,24,Medic Sofija ,MB,0,0,1,1,0.00,SRB,RECEPTION,0,0,11842,
9,25,Markovic Bozica ,MB,0,0,0,0,,SRB,RECEPTION,0,0,11842,
10,26,Savic Vanja ,O,0,0,0,0,,SRB,RECEPTION,0,0,11842,
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,RECEPTION,0,0,11842,
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,RECEPTION,0,0,11842,
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,RECEPTION,0,0,11842,
0,22,Lozo Sara ,O,2,0,6,8,25.00,SRB,RECEPTION,1,20,11842,0
1,2,Lazovic Katarina (C),OH,1,2,7,10,-10.00,SRB,RECEPTION,1,20,11842,0
2,31,Djurdjevic Sanja ,L,1,0,1,2,50.00,SRB,RECEPTION,1,20,11842,0
3,3,Caric Sara ,O,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
4,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
5,7,Jaksic Ana ,S,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
6,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
7,23,Djordjevic Mila ,S,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
8,24,Medic Sofija ,MB,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
9,25,Markovic Bozica ,MB,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
10,26,Savic Vanja ,O,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,RECEPTION,1,20,11842,0
0,2,Lazovic Katarina (C),OH,2,0,6,8,25.00,SRB,RECEPTION,2,25,11842,1
1,31,Djurdjevic Sanja ,L,2,0,4,6,33.33,SRB,RECEPTION,2,25,11842,1
2,3,Caric Sara ,O,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
3,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
4,7,Jaksic Ana ,S,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
5,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
6,22,Lozo Sara ,O,0,0,2,2,0.00,SRB,RECEPTION,2,25,11842,1
7,23,Djordjevic Mila ,S,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
8,24,Medic Sofija ,MB,0,0,1,1,0.00,SRB,RECEPTION,2,25,11842,1
9,25,Markovic Bozica ,MB,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
10,26,Savic Vanja ,O,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,RECEPTION,2,25,11842,1
0,2,Lazovic Katarina (C),OH,3,1,3,7,28.57,SRB,RECEPTION,3,25,11842,1
1,22,Lozo Sara ,O,2,0,1,3,66.67,SRB,RECEPTION,3,25,11842,1
2,3,Caric Sara ,O,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
3,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
4,7,Jaksic Ana ,S,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
5,21,Kocic Jovana ,MB,0,0,1,1,0.00,SRB,RECEPTION,3,25,11842,1
6,23,Djordjevic Mila ,S,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
7,24,Medic Sofija ,MB,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
8,25,Markovic Bozica ,MB,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
9,26,Savic Vanja ,O,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
11,31,Djurdjevic Sanja ,L,0,1,3,4,-25.00,SRB,RECEPTION,3,25,11842,1
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,RECEPTION,3,25,11842,1
0,22,Lozo Sara ,O,2,1,5,8,12.50,SRB,RECEPTION,4,25,11842,1
1,2,Lazovic Katarina (C),OH,1,0,6,7,14.29,SRB,RECEPTION,4,25,11842,1
2,3,Caric Sara ,O,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
3,6,Uzelac Aleksandra ,OH,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
4,7,Jaksic Ana ,S,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
5,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
6,23,Djordjevic Mila ,S,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
7,24,Medic Sofija ,MB,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
8,25,Markovic Bozica ,MB,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
9,26,Savic Vanja ,O,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
10,28,Delic Jelena ,MB,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
11,31,Djurdjevic Sanja ,L,0,0,5,5,0.00,SRB,RECEPTION,4,25,11842,1
12,32,Gocanin Bojana ,L,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,RECEPTION,4,25,11842,1
0,8,Stenzel Maria ,L,18,0,14,32,56.25,POL,RECEPTION,0,0,11842,
1,19,Fedusio Monika ,OH,9,1,7,17,47.06,POL,RECEPTION,0,0,11842,
2,88,Gorecka Zuzanna ,OH,5,1,11,17,23.53,POL,RECEPTION,0,0,11842,
3,9,Stysiak Magdalena ,O,3,0,6,9,33.33,POL,RECEPTION,0,0,11842,
4,5,Korneluk Agnieszka (C),MB,2,0,0,2,100.00,POL,RECEPTION,0,0,11842,
5,11,Lukasik Martyna ,OH,1,1,1,3,0.00,POL,RECEPTION,0,0,11842,
6,1,Nowicka Julia ,S,0,0,1,1,0.00,POL,RECEPTION,0,0,11842,
7,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,0,0,11842,
8,10,Efimienko-Mlotkowska Zuzanna ,MB,0,0,0,0,,POL,RECEPTION,0,0,11842,
9,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,0,0,11842,
10,17,Smarzek Malwina ,O,0,0,1,1,0.00,POL,RECEPTION,0,0,11842,
11,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,0,0,11842,
12,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,0,0,11842,
13,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,0,0,11842,
0,8,Stenzel Maria ,L,4,0,4,8,50.00,POL,RECEPTION,1,25,11842,1
1,88,Gorecka Zuzanna ,OH,3,0,4,7,42.86,POL,RECEPTION,1,25,11842,1
2,5,Korneluk Agnieszka (C),MB,2,0,0,2,100.00,POL,RECEPTION,1,25,11842,1
3,1,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,1,25,11842,1
4,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,1,25,11842,1
5,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,1,25,11842,1
6,10,Efimienko-Mlotkowska Zuzanna ,MB,0,0,0,0,,POL,RECEPTION,1,25,11842,1
7,11,Lukasik Martyna ,OH,0,0,0,0,,POL,RECEPTION,1,25,11842,1
8,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,1,25,11842,1
9,17,Smarzek Malwina ,O,0,0,0,0,,POL,RECEPTION,1,25,11842,1
10,19,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,1,25,11842,1
11,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,1,25,11842,1
12,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,1,25,11842,1
13,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,1,25,11842,1
0,8,Stenzel Maria ,L,3,0,2,5,60.00,POL,RECEPTION,2,17,11842,0
1,19,Fedusio Monika ,OH,2,0,4,6,33.33,POL,RECEPTION,2,17,11842,0
