,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,0,0,13776,
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,0,0,13776,
9,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,0,0,13776,
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,0,0,13776,
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,0,0,13776,
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,0,0,13776,
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,0,0,13776,
0,13,Wilhite Sarah ,OH,4,0,2,6,66.67,USA,RECEPTION,1,25,13776,1
1,30,Frantti Alexandra ,OH,4,1,6,11,27.27,USA,RECEPTION,1,25,13776,1
2,5,Hentz Morgan ,L,3,0,0,3,100.00,USA,RECEPTION,1,25,13776,1
3,6,Dixon Tetori (C),MB,0,0,0,0,,USA,RECEPTION,1,25,13776,1
4,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,1,25,13776,1
5,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,1,25,13776,1
6,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,1,25,13776,1
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,1,25,13776,1
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,1,25,13776,1
9,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,1,25,13776,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,1,25,13776,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,1,25,13776,1
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,1,25,13776,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,1,25,13776,1
0,13,Wilhite Sarah ,OH,5,1,4,10,40.00,USA,RECEPTION,2,25,13776,1
1,30,Frantti Alexandra ,OH,2,0,5,7,28.57,USA,RECEPTION,2,25,13776,1
2,5,Hentz Morgan ,L,1,0,1,2,50.00,USA,RECEPTION,2,25,13776,1
3,6,Dixon Tetori (C),MB,0,0,0,0,,USA,RECEPTION,2,25,13776,1
4,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,2,25,13776,1
5,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,2,25,13776,1
6,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,2,25,13776,1
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,2,25,13776,1
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,2,25,13776,1
9,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,2,25,13776,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,2,25,13776,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,2,25,13776,1
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,2,25,13776,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,2,25,13776,1
0,30,Frantti Alexandra ,OH,5,0,3,8,62.50,USA,RECEPTION,3,25,13776,1
1,5,Hentz Morgan ,L,4,0,1,5,80.00,USA,RECEPTION,3,25,13776,1
2,13,Wilhite Sarah ,OH,2,0,2,4,50.00,USA,RECEPTION,3,25,13776,1
3,6,Dixon Tetori (C),MB,0,0,0,0,,USA,RECEPTION,3,25,13776,1
4,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,3,25,13776,1
5,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,3,25,13776,1
6,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,3,25,13776,1
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,3,25,13776,1
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,3,25,13776,1
9,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,3,25,13776,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,3,25,13776,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,3,25,13776,1
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,3,25,13776,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,3,25,13776,1
0,17,Bergmann Julia Isabelle ,OH,17,3,9,29,48.28,BRA,RECEPTION,0,0,13776,
1,5,Zalewski Daroit Priscila ,OH,10,0,5,15,66.67,BRA,RECEPTION,0,0,13776,
2,14,Araujo Natália ,L,7,1,2,10,60.00,BRA,RECEPTION,0,0,13776,
3,6,Alexandre Costa Nunes Nyeme Victoria ,L,4,0,4,8,50.00,BRA,RECEPTION,0,0,13776,
4,11,Barbosa De Souza Karina ,OH,2,2,3,7,0.00,BRA,RECEPTION,0,0,13776,
5,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13776,
6,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13776,
7,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,0,0,13776,
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,0,0,13776,
9,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,0,0,13776,
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13776,
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,0,0,13776,
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13776,
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,0,0,13776,
0,17,Bergmann Julia Isabelle ,OH,7,0,2,9,77.78,BRA,RECEPTION,1,21,13776,0
1,6,Alexandre Costa Nunes Nyeme Victoria ,L,4,0,4,8,50.00,BRA,RECEPTION,1,21,13776,0
2,5,Zalewski Daroit Priscila ,OH,3,0,2,5,60.00,BRA,RECEPTION,1,21,13776,0
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
5,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
7,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
8,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
9,14,Araujo Natália ,L,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,1,21,13776,0
0,5,Zalewski Daroit Priscila ,OH,6,0,2,8,75.00,BRA,RECEPTION,2,20,13776,0
1,17,Bergmann Julia Isabelle ,OH,5,2,3,10,30.00,BRA,RECEPTION,2,20,13776,0
2,14,Araujo Natália ,L,3,1,1,5,40.00,BRA,RECEPTION,2,20,13776,0
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
6,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
7,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
8,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
9,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,2,20,13776,0
0,17,Bergmann Julia Isabelle ,OH,5,1,4,10,40.00,BRA,RECEPTION,3,18,13776,0
1,14,Araujo Natália ,L,4,0,1,5,80.00,BRA,RECEPTION,3,18,13776,0
2,11,Barbosa De Souza Karina ,OH,2,2,3,7,0.00,BRA,RECEPTION,3,18,13776,0
3,5,Zalewski Daroit Priscila ,OH,1,0,1,2,50.00,BRA,RECEPTION,3,18,13776,0
4,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
5,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
7,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
9,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,3,18,13776,0
0,6,Gong Xiangyu ,O,6,0,13,19,31.58,CHN,RECEPTION,0,0,13778,
1,10,Wang Yunlu ,OH,3,0,7,10,30.00,CHN,RECEPTION,0,0,13778,
2,15,Wang Weiyi ,L,3,2,7,12,8.33,CHN,RECEPTION,0,0,13778,
3,12,Li Yingying ,OH,1,1,17,19,0.00,CHN,RECEPTION,0,0,13778,
4,1,Yuan Xinyue (C),MB,0,0,0,0,,CHN,RECEPTION,0,0,13778,
5,3,Diao Linyu ,S,0,0,1,1,0.00,CHN,RECEPTION,0,0,13778,
6,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,0,0,13778,
7,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,0,0,13778,
8,8,Jin Ye ,OH,0,1,6,7,-14.29,CHN,RECEPTION,0,0,13778,
9,11,Wang Yizhu ,OH,0,0,0,0,,CHN,RECEPTION,0,0,13778,
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,0,0,13778,
11,16,Ding Xia ,S,0,0,0,0,,CHN,RECEPTION,0,0,13778,
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,0,0,13778,
13,18,Miao Yiwen ,O,0,0,0,0,,CHN,RECEPTION,0,0,13778,
0,6,Gong Xiangyu ,O,1,0,3,4,25.00,CHN,RECEPTION,1,25,13778,1
1,1,Yuan Xinyue (C),MB,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
2,3,Diao Linyu ,S,0,0,1,1,0.00,CHN,RECEPTION,1,25,13778,1
3,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
4,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
5,8,Jin Ye ,OH,0,0,2,2,0.00,CHN,RECEPTION,1,25,13778,1
6,10,Wang Yunlu ,OH,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
7,11,Wang Yizhu ,OH,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
8,12,Li Yingying ,OH,0,0,3,3,0.00,CHN,RECEPTION,1,25,13778,1
9,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
10,15,Wang Weiyi ,L,0,0,2,2,0.00,CHN,RECEPTION,1,25,13778,1
11,16,Ding Xia ,S,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
13,18,Miao Yiwen ,O,0,0,0,0,,CHN,RECEPTION,1,25,13778,1
0,6,Gong Xiangyu ,O,2,0,2,4,50.00,CHN,RECEPTION,2,20,13778,0
1,15,Wang Weiyi ,L,2,0,2,4,50.00,CHN,RECEPTION,2,20,13778,0
2,12,Li Yingying ,OH,1,0,6,7,14.29,CHN,RECEPTION,2,20,13778,0
3,1,Yuan Xinyue (C),MB,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
4,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
5,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
6,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
7,8,Jin Ye ,OH,0,1,2,3,-33.33,CHN,RECEPTION,2,20,13778,0
8,10,Wang Yunlu ,OH,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
9,11,Wang Yizhu ,OH,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
11,16,Ding Xia ,S,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
13,18,Miao Yiwen ,O,0,0,0,0,,CHN,RECEPTION,2,20,13778,0
0,6,Gong Xiangyu ,O,3,0,4,7,42.86,CHN,RECEPTION,3,25,13778,1
1,10,Wang Yunlu ,OH,1,0,2,3,33.33,CHN,RECEPTION,3,25,13778,1
2,1,Yuan Xinyue (C),MB,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
3,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
4,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
5,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
6,8,Jin Ye ,OH,0,0,2,2,0.00,CHN,RECEPTION,3,25,13778,1
7,11,Wang Yizhu ,OH,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
8,12,Li Yingying ,OH,0,1,6,7,-14.29,CHN,RECEPTION,3,25,13778,1
9,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
10,15,Wang Weiyi ,L,0,1,1,2,-50.00,CHN,RECEPTION,3,25,13778,1
11,16,Ding Xia ,S,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
13,18,Miao Yiwen ,O,0,0,0,0,,CHN,RECEPTION,3,25,13778,1
0,10,Wang Yunlu ,OH,2,0,5,7,28.57,CHN,RECEPTION,4,25,13778,1
1,15,Wang Weiyi ,L,1,1,2,4,0.00,CHN,RECEPTION,4,25,13778,1
2,1,Yuan Xinyue (C),MB,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
3,3,Diao Linyu ,S,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
4,4,Yang Hanyu ,MB,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
5,6,Gong Xiangyu ,O,0,0,4,4,0.00,CHN,RECEPTION,4,25,13778,1
6,7,Wang Yuanyuan ,MB,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
7,8,Jin Ye ,OH,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
8,11,Wang Yizhu ,OH,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
9,12,Li Yingying ,OH,0,0,2,2,0.00,CHN,RECEPTION,4,25,13778,1
10,14,Zheng Yixin ,O,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
11,16,Ding Xia ,S,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
12,17,Ni Feifan ,L,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
13,18,Miao Yiwen ,O,0,0,0,0,,CHN,RECEPTION,4,25,13778,1
0,23,Perinelli Elena ,OH,10,2,27,39,20.51,ITA,RECEPTION,0,0,13778,
1,6,De Gennaro Monica ,L,7,0,15,22,31.82,ITA,RECEPTION,0,0,13778,
2,21,Degradi Alice Carlotta ,OH,5,3,19,27,7.41,ITA,RECEPTION,0,0,13778,
3,1,Lubian Marina ,MB,0,0,1,1,0.00,ITA,RECEPTION,0,0,13778,
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,0,0,13778,
5,3,Gennari Alessia ,OH,0,0,0,0,,ITA,RECEPTION,0,0,13778,
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,0,0,13778,
7,5,Malinov Ofelia (C),S,0,0,0,0,,ITA,RECEPTION,0,0,13778,
8,7,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,0,0,13778,
9,10,Chirichella Cristina ,MB,0,0,0,0,,ITA,RECEPTION,0,0,13778,
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,0,0,13778,
11,16,D'Odorico Sofia ,OH,0,0,0,0,,ITA,RECEPTION,0,0,13778,
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,ITA,RECEPTION,0,0,13778,
13,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,0,0,13778,
0,23,Perinelli Elena ,OH,4,2,6,12,16.67,ITA,RECEPTION,1,13,13778,0
1,6,De Gennaro Monica ,L,1,0,5,6,16.67,ITA,RECEPTION,1,13,13778,0
2,21,Degradi Alice Carlotta ,OH,1,1,4,6,0.00,ITA,RECEPTION,1,13,13778,0
3,1,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
5,3,Gennari Alessia ,OH,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
7,5,Malinov Ofelia (C),S,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
8,7,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
9,10,Chirichella Cristina ,MB,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
11,16,D'Odorico Sofia ,OH,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
13,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,1,13,13778,0
0,21,Degradi Alice Carlotta ,OH,2,1,7,10,10.00,ITA,RECEPTION,2,25,13778,1
1,6,De Gennaro Monica ,L,1,0,1,2,50.00,ITA,RECEPTION,2,25,13778,1
2,23,Perinelli Elena ,OH,1,0,5,6,16.67,ITA,RECEPTION,2,25,13778,1
3,1,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
5,3,Gennari Alessia ,OH,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
7,5,Malinov Ofelia (C),S,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
8,7,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
9,10,Chirichella Cristina ,MB,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
11,16,D'Odorico Sofia ,OH,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
13,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,2,25,13778,1
0,6,De Gennaro Monica ,L,3,0,5,8,37.50,ITA,RECEPTION,3,22,13778,0
1,23,Perinelli Elena ,OH,2,0,7,9,22.22,ITA,RECEPTION,3,22,13778,0
2,21,Degradi Alice Carlotta ,OH,1,0,4,5,20.00,ITA,RECEPTION,3,22,13778,0
3,1,Lubian Marina ,MB,0,0,1,1,0.00,ITA,RECEPTION,3,22,13778,0
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
5,3,Gennari Alessia ,OH,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
7,5,Malinov Ofelia (C),S,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
8,7,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
9,10,Chirichella Cristina ,MB,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
11,16,D'Odorico Sofia ,OH,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
13,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,3,22,13778,0
0,23,Perinelli Elena ,OH,3,0,9,12,25.00,ITA,RECEPTION,4,18,13778,0
1,6,De Gennaro Monica ,L,2,0,4,6,33.33,ITA,RECEPTION,4,18,13778,0
2,21,Degradi Alice Carlotta ,OH,1,1,4,6,0.00,ITA,RECEPTION,4,18,13778,0
3,1,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
5,3,Gennari Alessia ,OH,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
7,5,Malinov Ofelia (C),S,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
8,7,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
9,10,Chirichella Cristina ,MB,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
11,16,D'Odorico Sofia ,OH,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
13,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,4,18,13778,0
0,11,Lukasik Martyna ,OH,23,2,5,30,70.00,POL,RECEPTION,0,0,13780,
1,8,Gorecka Zuzanna ,OH,20,1,6,27,70.37,POL,RECEPTION,0,0,13780,
2,1,Stenzel Maria ,L,18,1,12,31,54.84,POL,RECEPTION,0,0,13780,
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,0,0,13780,
4,5,Korneluk Agnieszka ,MB,0,0,0,0,,POL,RECEPTION,0,0,13780,
5,6,Witkowska Kamila ,MB,0,0,0,0,,POL,RECEPTION,0,0,13780,
6,10,Fedusio Monika ,OH,0,0,2,2,0.00,POL,RECEPTION,0,0,13780,
7,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,RECEPTION,0,0,13780,
8,14,Wolosz Joanna (C),S,0,0,1,1,0.00,POL,RECEPTION,0,0,13780,
9,18,Gryka Aleksandra ,MB,0,0,1,1,0.00,POL,RECEPTION,0,0,13780,
10,21,Grabka Alicja ,S,0,0,0,0,,POL,RECEPTION,0,0,13780,
11,22,Szlagowska Weronika ,OH,0,0,0,0,,POL,RECEPTION,0,0,13780,
12,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,RECEPTION,0,0,13780,
13,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,0,0,13780,
0,11,Lukasik Martyna ,OH,8,0,1,9,88.89,POL,RECEPTION,1,27,13780,1
1,8,Gorecka Zuzanna ,OH,5,1,1,7,57.14,POL,RECEPTION,1,27,13780,1
2,1,Stenzel Maria ,L,4,0,2,6,66.67,POL,RECEPTION,1,27,13780,1
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,1,27,13780,1
4,5,Korneluk Agnieszka ,MB,0,0,0,0,,POL,RECEPTION,1,27,13780,1
5,6,Witkowska Kamila ,MB,0,0,0,0,,POL,RECEPTION,1,27,13780,1
6,10,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,1,27,13780,1
7,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,RECEPTION,1,27,13780,1
8,14,Wolosz Joanna (C),S,0,0,0,0,,POL,RECEPTION,1,27,13780,1
9,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,RECEPTION,1,27,13780,1
10,21,Grabka Alicja ,S,0,0,0,0,,POL,RECEPTION,1,27,13780,1
11,22,Szlagowska Weronika ,OH,0,0,0,0,,POL,RECEPTION,1,27,13780,1
12,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,RECEPTION,1,27,13780,1
13,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,1,27,13780,1
0,8,Gorecka Zuzanna ,OH,4,0,1,5,80.00,POL,RECEPTION,2,25,13780,1
1,11,Lukasik Martyna ,OH,4,0,2,6,66.67,POL,RECEPTION,2,25,13780,1
2,1,Stenzel Maria ,L,2,0,3,5,40.00,POL,RECEPTION,2,25,13780,1
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,2,25,13780,1
4,5,Korneluk Agnieszka ,MB,0,0,0,0,,POL,RECEPTION,2,25,13780,1
5,6,Witkowska Kamila ,MB,0,0,0,0,,POL,RECEPTION,2,25,13780,1
6,10,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,2,25,13780,1
7,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,RECEPTION,2,25,13780,1
8,14,Wolosz Joanna (C),S,0,0,1,1,0.00,POL,RECEPTION,2,25,13780,1
9,18,Gryka Aleksandra ,MB,0,0,1,1,0.00,POL,RECEPTION,2,25,13780,1
10,21,Grabka Alicja ,S,0,0,0,0,,POL,RECEPTION,2,25,13780,1
11,22,Szlagowska Weronika ,OH,0,0,0,0,,POL,RECEPTION,2,25,13780,1
12,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,RECEPTION,2,25,13780,1
13,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,2,25,13780,1
0,1,Stenzel Maria ,L,7,0,4,11,63.64,POL,RECEPTION,3,14,13780,0
1,8,Gorecka Zuzanna ,OH,4,0,0,4,100.00,POL,RECEPTION,3,14,13780,0
2,11,Lukasik Martyna ,OH,4,0,1,5,80.00,POL,RECEPTION,3,14,13780,0
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,3,14,13780,0
