,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
12,30,Seki Nanami ,S,0,0,0,0,,0.00,JPN,SCORING,4,25,13775,1
13,38,Sato Yoshino ,OH,0,0,0,0,,,JPN,SCORING,4,25,13775,1
0,12,Thompson Jordan ,O,19,15,1,3,,16.00,USA,SCORING,0,0,13776,
1,30,Frantti Alexandra ,OH,13,11,2,0,,25.71,USA,SCORING,0,0,13776,
2,13,Wilhite Sarah ,OH,12,9,3,0,,16.67,USA,SCORING,0,0,13776,
3,16,Rettke Dana ,MB,9,5,3,1,,9.09,USA,SCORING,0,0,13776,
4,31,Stevenson Anna ,MB,6,4,2,0,,15.38,USA,SCORING,0,0,13776,
5,7,Carlini Lauren ,S,3,1,0,2,,-11.54,USA,SCORING,0,0,13776,
6,5,Hentz Morgan ,L,0,0,0,0,,,USA,SCORING,0,0,13776,
7,6,Dixon Tetori (C),MB,0,0,0,0,,,USA,SCORING,0,0,13776,
8,9,Rishel Madison Kingdon ,OH,0,0,0,0,,,USA,SCORING,0,0,13776,
9,10,Butler Brionne ,MB,0,0,0,0,,,USA,SCORING,0,0,13776,
10,11,Drews Andrea ,O,0,0,0,0,,,USA,SCORING,0,0,13776,
11,18,Bajema Kara ,OH,0,0,0,0,,,USA,SCORING,0,0,13776,
12,19,Gray Jenna ,S,0,0,0,0,,,USA,SCORING,0,0,13776,
13,22,White Kendall ,L,0,0,0,0,,,USA,SCORING,0,0,13776,
0,12,Thompson Jordan ,O,8,8,0,0,,10.00,USA,SCORING,1,25,13776,1
1,16,Rettke Dana ,MB,4,2,2,0,,15.38,USA,SCORING,1,25,13776,1
2,30,Frantti Alexandra ,OH,4,4,0,0,,6.67,USA,SCORING,1,25,13776,1
3,13,Wilhite Sarah ,OH,2,1,1,0,,7.69,USA,SCORING,1,25,13776,1
4,31,Stevenson Anna ,MB,2,0,2,0,,22.22,USA,SCORING,1,25,13776,1
5,7,Carlini Lauren ,S,1,1,0,0,,16.67,USA,SCORING,1,25,13776,1
6,5,Hentz Morgan ,L,0,0,0,0,,,USA,SCORING,1,25,13776,1
7,6,Dixon Tetori (C),MB,0,0,0,0,,,USA,SCORING,1,25,13776,1
8,9,Rishel Madison Kingdon ,OH,0,0,0,0,,,USA,SCORING,1,25,13776,1
9,10,Butler Brionne ,MB,0,0,0,0,,,USA,SCORING,1,25,13776,1
10,11,Drews Andrea ,O,0,0,0,0,,,USA,SCORING,1,25,13776,1
11,18,Bajema Kara ,OH,0,0,0,0,,,USA,SCORING,1,25,13776,1
12,19,Gray Jenna ,S,0,0,0,0,,,USA,SCORING,1,25,13776,1
13,22,White Kendall ,L,0,0,0,0,,,USA,SCORING,1,25,13776,1
0,13,Wilhite Sarah ,OH,5,4,1,0,,28.57,USA,SCORING,2,25,13776,1
1,30,Frantti Alexandra ,OH,5,4,1,0,,30.77,USA,SCORING,2,25,13776,1
2,12,Thompson Jordan ,O,4,3,0,1,,18.18,USA,SCORING,2,25,13776,1
3,31,Stevenson Anna ,MB,4,4,0,0,,57.14,USA,SCORING,2,25,13776,1
4,7,Carlini Lauren ,S,2,0,0,2,,-15.38,USA,SCORING,2,25,13776,1
5,16,Rettke Dana ,MB,1,1,0,0,,-10.00,USA,SCORING,2,25,13776,1
6,5,Hentz Morgan ,L,0,0,0,0,,,USA,SCORING,2,25,13776,1
7,6,Dixon Tetori (C),MB,0,0,0,0,,,USA,SCORING,2,25,13776,1
8,9,Rishel Madison Kingdon ,OH,0,0,0,0,,,USA,SCORING,2,25,13776,1
9,10,Butler Brionne ,MB,0,0,0,0,,,USA,SCORING,2,25,13776,1
10,11,Drews Andrea ,O,0,0,0,0,,,USA,SCORING,2,25,13776,1
11,18,Bajema Kara ,OH,0,0,0,0,,,USA,SCORING,2,25,13776,1
12,19,Gray Jenna ,S,0,0,0,0,,,USA,SCORING,2,25,13776,1
13,22,White Kendall ,L,0,0,0,0,,,USA,SCORING,2,25,13776,1
0,12,Thompson Jordan ,O,7,4,1,2,,21.05,USA,SCORING,3,25,13776,1
1,13,Wilhite Sarah ,OH,5,4,1,0,,13.33,USA,SCORING,3,25,13776,1
2,16,Rettke Dana ,MB,4,2,1,1,,20.00,USA,SCORING,3,25,13776,1
3,30,Frantti Alexandra ,OH,4,3,1,0,,57.14,USA,SCORING,3,25,13776,1
4,5,Hentz Morgan ,L,0,0,0,0,,,USA,SCORING,3,25,13776,1
5,6,Dixon Tetori (C),MB,0,0,0,0,,,USA,SCORING,3,25,13776,1
6,7,Carlini Lauren ,S,0,0,0,0,,-28.57,USA,SCORING,3,25,13776,1
7,9,Rishel Madison Kingdon ,OH,0,0,0,0,,,USA,SCORING,3,25,13776,1
8,10,Butler Brionne ,MB,0,0,0,0,,,USA,SCORING,3,25,13776,1
9,11,Drews Andrea ,O,0,0,0,0,,,USA,SCORING,3,25,13776,1
10,18,Bajema Kara ,OH,0,0,0,0,,,USA,SCORING,3,25,13776,1
11,19,Gray Jenna ,S,0,0,0,0,,,USA,SCORING,3,25,13776,1
12,22,White Kendall ,L,0,0,0,0,,,USA,SCORING,3,25,13776,1
13,31,Stevenson Anna ,MB,0,0,0,0,,-20.00,USA,SCORING,3,25,13776,1
0,4,Da Silva Ana Carolina ,MB,8,3,5,0,,3.12,BRA,SCORING,0,0,13776,
1,5,Zalewski Daroit Priscila ,OH,7,6,1,0,,5.41,BRA,SCORING,0,0,13776,
2,12,Menezes Oliveira de Souza Ana Cristina ,OH,7,7,0,0,,21.05,BRA,SCORING,0,0,13776,
3,17,Bergmann Julia Isabelle ,OH,7,6,1,0,,-7.41,BRA,SCORING,0,0,13776,
4,16,Nascimento Kisy ,O,5,5,0,0,,-8.00,BRA,SCORING,0,0,13776,
5,15,Viezel Lorena Giovana ,MB,3,1,1,1,,-5.56,BRA,SCORING,0,0,13776,
6,8,Silva Carneiro Macris Fernanda (C),S,1,1,0,0,,-11.76,BRA,SCORING,0,0,13776,
7,9,Ratzke Roberta Silva ,S,1,0,0,1,,25.00,BRA,SCORING,0,0,13776,
8,11,Barbosa De Souza Karina ,OH,1,1,0,0,,0.00,BRA,SCORING,0,0,13776,
9,18,Araujo De Souza Mayany Cristina ,MB,1,1,0,0,,-23.08,BRA,SCORING,0,0,13776,
10,24,Geraldo Teixeira Lorenne ,O,1,1,0,0,,-33.33,BRA,SCORING,0,0,13776,
11,2,Duarte Alecrim Diana ,MB,0,0,0,0,,,BRA,SCORING,0,0,13776,
12,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,,BRA,SCORING,0,0,13776,
13,14,Araujo Natália ,L,0,0,0,0,,,BRA,SCORING,0,0,13776,
0,4,Da Silva Ana Carolina ,MB,4,2,2,0,,0.00,BRA,SCORING,1,21,13776,0
1,16,Nascimento Kisy ,O,3,3,0,0,,0.00,BRA,SCORING,1,21,13776,0
2,15,Viezel Lorena Giovana ,MB,2,1,1,0,,20.00,BRA,SCORING,1,21,13776,0
3,5,Zalewski Daroit Priscila ,OH,1,1,0,0,,0.00,BRA,SCORING,1,21,13776,0
4,9,Ratzke Roberta Silva ,S,1,0,0,1,,25.00,BRA,SCORING,1,21,13776,0
5,17,Bergmann Julia Isabelle ,OH,1,1,0,0,,-36.36,BRA,SCORING,1,21,13776,0
6,2,Duarte Alecrim Diana ,MB,0,0,0,0,,,BRA,SCORING,1,21,13776,0
7,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,,BRA,SCORING,1,21,13776,0
8,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,-25.00,BRA,SCORING,1,21,13776,0
9,11,Barbosa De Souza Karina ,OH,0,0,0,0,,0.00,BRA,SCORING,1,21,13776,0
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,,BRA,SCORING,1,21,13776,0
11,14,Araujo Natália ,L,0,0,0,0,,,BRA,SCORING,1,21,13776,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,,BRA,SCORING,1,21,13776,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,-100.00,BRA,SCORING,1,21,13776,0
0,5,Zalewski Daroit Priscila ,OH,4,3,1,0,,18.75,BRA,SCORING,2,20,13776,0
1,17,Bergmann Julia Isabelle ,OH,4,3,1,0,,9.09,BRA,SCORING,2,20,13776,0
2,4,Da Silva Ana Carolina ,MB,2,1,1,0,,0.00,BRA,SCORING,2,20,13776,0
3,16,Nascimento Kisy ,O,2,2,0,0,,-18.18,BRA,SCORING,2,20,13776,0
4,8,Silva Carneiro Macris Fernanda (C),S,1,1,0,0,,0.00,BRA,SCORING,2,20,13776,0
5,12,Menezes Oliveira de Souza Ana Cristina ,OH,1,1,0,0,,0.00,BRA,SCORING,2,20,13776,0
6,15,Viezel Lorena Giovana ,MB,1,0,0,1,,-15.38,BRA,SCORING,2,20,13776,0
7,2,Duarte Alecrim Diana ,MB,0,0,0,0,,,BRA,SCORING,2,20,13776,0
8,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,,BRA,SCORING,2,20,13776,0
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,,BRA,SCORING,2,20,13776,0
10,11,Barbosa De Souza Karina ,OH,0,0,0,0,,,BRA,SCORING,2,20,13776,0
11,14,Araujo Natália ,L,0,0,0,0,,,BRA,SCORING,2,20,13776,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,,BRA,SCORING,2,20,13776,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,,BRA,SCORING,2,20,13776,0
0,12,Menezes Oliveira de Souza Ana Cristina ,OH,6,6,0,0,,25.00,BRA,SCORING,3,18,13776,0
1,4,Da Silva Ana Carolina ,MB,2,0,2,0,,16.67,BRA,SCORING,3,18,13776,0
2,5,Zalewski Daroit Priscila ,OH,2,2,0,0,,-11.11,BRA,SCORING,3,18,13776,0
3,17,Bergmann Julia Isabelle ,OH,2,2,0,0,,20.00,BRA,SCORING,3,18,13776,0
4,11,Barbosa De Souza Karina ,OH,1,1,0,0,,0.00,BRA,SCORING,3,18,13776,0
5,18,Araujo De Souza Mayany Cristina ,MB,1,1,0,0,,-23.08,BRA,SCORING,3,18,13776,0
6,24,Geraldo Teixeira Lorenne ,O,1,1,0,0,,-20.00,BRA,SCORING,3,18,13776,0
7,2,Duarte Alecrim Diana ,MB,0,0,0,0,,,BRA,SCORING,3,18,13776,0
8,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,,BRA,SCORING,3,18,13776,0
9,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,-16.67,BRA,SCORING,3,18,13776,0
10,9,Ratzke Roberta Silva ,S,0,0,0,0,,,BRA,SCORING,3,18,13776,0
11,14,Araujo Natália ,L,0,0,0,0,,,BRA,SCORING,3,18,13776,0
12,15,Viezel Lorena Giovana ,MB,0,0,0,0,,,BRA,SCORING,3,18,13776,0
13,16,Nascimento Kisy ,O,0,0,0,0,,,BRA,SCORING,3,18,13776,0
0,12,Li Yingying ,OH,21,15,3,3,,25.00,CHN,SCORING,0,0,13778,
1,6,Gong Xiangyu ,O,16,13,2,1,,22.50,CHN,SCORING,0,0,13778,
2,1,Yuan Xinyue (C),MB,10,6,4,0,,-4.76,CHN,SCORING,0,0,13778,
3,7,Wang Yuanyuan ,MB,6,4,2,0,,0.00,CHN,SCORING,0,0,13778,
4,8,Jin Ye ,OH,6,4,2,0,,14.81,CHN,SCORING,0,0,13778,
5,10,Wang Yunlu ,OH,5,4,1,0,,7.69,CHN,SCORING,0,0,13778,
6,16,Ding Xia ,S,2,1,0,1,,12.50,CHN,SCORING,0,0,13778,
7,3,Diao Linyu ,S,1,1,0,0,,-11.11,CHN,SCORING,0,0,13778,
8,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,0,0,13778,
9,11,Wang Yizhu ,OH,0,0,0,0,,,CHN,SCORING,0,0,13778,
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,0,0,13778,
11,15,Wang Weiyi ,L,0,0,0,0,,,CHN,SCORING,0,0,13778,
12,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,0,0,13778,
13,18,Miao Yiwen ,O,0,0,0,0,,,CHN,SCORING,0,0,13778,
0,12,Li Yingying ,OH,7,3,2,2,,43.75,CHN,SCORING,1,25,13778,1
1,1,Yuan Xinyue (C),MB,4,2,2,0,,10.00,CHN,SCORING,1,25,13778,1
2,8,Jin Ye ,OH,4,3,1,0,,30.77,CHN,SCORING,1,25,13778,1
3,6,Gong Xiangyu ,O,3,2,0,1,,14.29,CHN,SCORING,1,25,13778,1
4,7,Wang Yuanyuan ,MB,1,1,0,0,,0.00,CHN,SCORING,1,25,13778,1
5,3,Diao Linyu ,S,0,0,0,0,,0.00,CHN,SCORING,1,25,13778,1
6,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,1,25,13778,1
7,10,Wang Yunlu ,OH,0,0,0,0,,,CHN,SCORING,1,25,13778,1
8,11,Wang Yizhu ,OH,0,0,0,0,,,CHN,SCORING,1,25,13778,1
9,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,1,25,13778,1
10,15,Wang Weiyi ,L,0,0,0,0,,,CHN,SCORING,1,25,13778,1
11,16,Ding Xia ,S,0,0,0,0,,,CHN,SCORING,1,25,13778,1
12,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,1,25,13778,1
13,18,Miao Yiwen ,O,0,0,0,0,,,CHN,SCORING,1,25,13778,1
0,12,Li Yingying ,OH,4,3,0,1,,0.00,CHN,SCORING,2,20,13778,0
1,7,Wang Yuanyuan ,MB,2,2,0,0,,25.00,CHN,SCORING,2,20,13778,0
2,8,Jin Ye ,OH,2,1,1,0,,0.00,CHN,SCORING,2,20,13778,0
3,1,Yuan Xinyue (C),MB,1,0,1,0,,-37.50,CHN,SCORING,2,20,13778,0
4,3,Diao Linyu ,S,1,1,0,0,,0.00,CHN,SCORING,2,20,13778,0
5,6,Gong Xiangyu ,O,1,1,0,0,,-22.22,CHN,SCORING,2,20,13778,0
6,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,2,20,13778,0
7,10,Wang Yunlu ,OH,0,0,0,0,,,CHN,SCORING,2,20,13778,0
8,11,Wang Yizhu ,OH,0,0,0,0,,,CHN,SCORING,2,20,13778,0
9,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,2,20,13778,0
10,15,Wang Weiyi ,L,0,0,0,0,,,CHN,SCORING,2,20,13778,0
11,16,Ding Xia ,S,0,0,0,0,,,CHN,SCORING,2,20,13778,0
12,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,2,20,13778,0
13,18,Miao Yiwen ,O,0,0,0,0,,,CHN,SCORING,2,20,13778,0
0,6,Gong Xiangyu ,O,8,6,2,0,,72.73,CHN,SCORING,3,25,13778,1
1,12,Li Yingying ,OH,6,5,1,0,,23.53,CHN,SCORING,3,25,13778,1
2,1,Yuan Xinyue (C),MB,2,2,0,0,,12.50,CHN,SCORING,3,25,13778,1
3,10,Wang Yunlu ,OH,2,1,1,0,,0.00,CHN,SCORING,3,25,13778,1
4,7,Wang Yuanyuan ,MB,1,0,1,0,,-20.00,CHN,SCORING,3,25,13778,1
5,3,Diao Linyu ,S,0,0,0,0,,-100.00,CHN,SCORING,3,25,13778,1
6,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,3,25,13778,1
7,8,Jin Ye ,OH,0,0,0,0,,0.00,CHN,SCORING,3,25,13778,1
8,11,Wang Yizhu ,OH,0,0,0,0,,,CHN,SCORING,3,25,13778,1
9,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,3,25,13778,1
10,15,Wang Weiyi ,L,0,0,0,0,,,CHN,SCORING,3,25,13778,1
11,16,Ding Xia ,S,0,0,0,0,,0.00,CHN,SCORING,3,25,13778,1
12,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,3,25,13778,1
13,18,Miao Yiwen ,O,0,0,0,0,,,CHN,SCORING,3,25,13778,1
0,6,Gong Xiangyu ,O,4,4,0,0,,15.38,CHN,SCORING,4,25,13778,1
1,12,Li Yingying ,OH,4,4,0,0,,28.57,CHN,SCORING,4,25,13778,1
2,1,Yuan Xinyue (C),MB,3,2,1,0,,-6.25,CHN,SCORING,4,25,13778,1
3,10,Wang Yunlu ,OH,3,3,0,0,,14.29,CHN,SCORING,4,25,13778,1
4,7,Wang Yuanyuan ,MB,2,1,1,0,,7.14,CHN,SCORING,4,25,13778,1
5,16,Ding Xia ,S,2,1,0,1,,15.38,CHN,SCORING,4,25,13778,1
6,3,Diao Linyu ,S,0,0,0,0,,,CHN,SCORING,4,25,13778,1
7,4,Yang Hanyu ,MB,0,0,0,0,,,CHN,SCORING,4,25,13778,1
8,8,Jin Ye ,OH,0,0,0,0,,,CHN,SCORING,4,25,13778,1
9,11,Wang Yizhu ,OH,0,0,0,0,,,CHN,SCORING,4,25,13778,1
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,4,25,13778,1
11,15,Wang Weiyi ,L,0,0,0,0,,,CHN,SCORING,4,25,13778,1
12,17,Ni Feifan ,L,0,0,0,0,,,CHN,SCORING,4,25,13778,1
13,18,Miao Yiwen ,O,0,0,0,0,,,CHN,SCORING,4,25,13778,1
0,21,Degradi Alice Carlotta ,OH,23,21,1,1,,14.04,ITA,SCORING,0,0,13778,
1,15,Nwakalor Sylvia Chinelo ,O,19,18,1,0,,10.53,ITA,SCORING,0,0,13778,
2,4,Bonifacio Sara ,MB,10,9,1,0,,25.00,ITA,SCORING,0,0,13778,
3,23,Perinelli Elena ,OH,6,6,0,0,,-8.57,ITA,SCORING,0,0,13778,
4,5,Malinov Ofelia (C),S,4,3,0,1,,0.00,ITA,SCORING,0,0,13778,
5,10,Chirichella Cristina ,MB,3,2,1,0,,-15.00,ITA,SCORING,0,0,13778,
6,1,Lubian Marina ,MB,2,0,0,2,,-12.50,ITA,SCORING,0,0,13778,
7,2,Bosio Francesca ,S,0,0,0,0,,0.00,ITA,SCORING,0,0,13778,
8,3,Gennari Alessia ,OH,0,0,0,0,,,ITA,SCORING,0,0,13778,
9,6,De Gennaro Monica ,L,0,0,0,0,,,ITA,SCORING,0,0,13778,
10,7,Fersino Eleonora ,L,0,0,0,0,,,ITA,SCORING,0,0,13778,
11,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,0,0,13778,
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,-33.33,ITA,SCORING,0,0,13778,
13,24,Mazzaro Alessia ,MB,0,0,0,0,,-50.00,ITA,SCORING,0,0,13778,
0,21,Degradi Alice Carlotta ,OH,4,4,0,0,,20.00,ITA,SCORING,1,13,13778,0
1,23,Perinelli Elena ,OH,3,3,0,0,,12.50,ITA,SCORING,1,13,13778,0
2,4,Bonifacio Sara ,MB,2,2,0,0,,0.00,ITA,SCORING,1,13,13778,0
3,15,Nwakalor Sylvia Chinelo ,O,2,2,0,0,,-12.50,ITA,SCORING,1,13,13778,0
4,10,Chirichella Cristina ,MB,1,1,0,0,,-28.57,ITA,SCORING,1,13,13778,0
5,1,Lubian Marina ,MB,0,0,0,0,,0.00,ITA,SCORING,1,13,13778,0
6,2,Bosio Francesca ,S,0,0,0,0,,,ITA,SCORING,1,13,13778,0
7,3,Gennari Alessia ,OH,0,0,0,0,,,ITA,SCORING,1,13,13778,0
8,5,Malinov Ofelia (C),S,0,0,0,0,,-33.33,ITA,SCORING,1,13,13778,0
9,6,De Gennaro Monica ,L,0,0,0,0,,,ITA,SCORING,1,13,13778,0
10,7,Fersino Eleonora ,L,0,0,0,0,,,ITA,SCORING,1,13,13778,0
11,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,1,13,13778,0
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,-50.00,ITA,SCORING,1,13,13778,0
13,24,Mazzaro Alessia ,MB,0,0,0,0,,-50.00,ITA,SCORING,1,13,13778,0
0,15,Nwakalor Sylvia Chinelo ,O,7,7,0,0,,31.25,ITA,SCORING,2,25,13778,1
1,21,Degradi Alice Carlotta ,OH,6,5,1,0,,21.43,ITA,SCORING,2,25,13778,1
2,4,Bonifacio Sara ,MB,3,3,0,0,,50.00,ITA,SCORING,2,25,13778,1
3,23,Perinelli Elena ,OH,2,2,0,0,,-11.11,ITA,SCORING,2,25,13778,1
4,1,Lubian Marina ,MB,1,0,0,1,,0.00,ITA,SCORING,2,25,13778,1
5,5,Malinov Ofelia (C),S,1,1,0,0,,-20.00,ITA,SCORING,2,25,13778,1
6,2,Bosio Francesca ,S,0,0,0,0,,0.00,ITA,SCORING,2,25,13778,1
7,3,Gennari Alessia ,OH,0,0,0,0,,,ITA,SCORING,2,25,13778,1
8,6,De Gennaro Monica ,L,0,0,0,0,,,ITA,SCORING,2,25,13778,1
9,7,Fersino Eleonora ,L,0,0,0,0,,,ITA,SCORING,2,25,13778,1
10,10,Chirichella Cristina ,MB,0,0,0,0,,-20.00,ITA,SCORING,2,25,13778,1
11,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,2,25,13778,1
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,,ITA,SCORING,2,25,13778,1
13,24,Mazzaro Alessia ,MB,0,0,0,0,,,ITA,SCORING,2,25,13778,1
0,21,Degradi Alice Carlotta ,OH,8,7,0,1,,20.00,ITA,SCORING,3,22,13778,0
1,15,Nwakalor Sylvia Chinelo ,O,3,2,1,0,,-11.76,ITA,SCORING,3,22,13778,0
2,4,Bonifacio Sara ,MB,2,2,0,0,,14.29,ITA,SCORING,3,22,13778,0
3,5,Malinov Ofelia (C),S,2,2,0,0,,12.50,ITA,SCORING,3,22,13778,0
4,10,Chirichella Cristina ,MB,2,1,1,0,,0.00,ITA,SCORING,3,22,13778,0
5,1,Lubian Marina ,MB,1,0,0,1,,0.00,ITA,SCORING,3,22,13778,0
6,23,Perinelli Elena ,OH,1,1,0,0,,-11.11,ITA,SCORING,3,22,13778,0
7,2,Bosio Francesca ,S,0,0,0,0,,0.00,ITA,SCORING,3,22,13778,0
8,3,Gennari Alessia ,OH,0,0,0,0,,,ITA,SCORING,3,22,13778,0
9,6,De Gennaro Monica ,L,0,0,0,0,,,ITA,SCORING,3,22,13778,0
10,7,Fersino Eleonora ,L,0,0,0,0,,,ITA,SCORING,3,22,13778,0
11,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,3,22,13778,0
12,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,,ITA,SCORING,3,22,13778,0
13,24,Mazzaro Alessia ,MB,0,0,0,0,,,ITA,SCORING,3,22,13778,0
0,15,Nwakalor Sylvia Chinelo ,O,7,7,0,0,,25.00,ITA,SCORING,4,18,13778,0
1,21,Degradi Alice Carlotta ,OH,5,5,0,0,,0.00,ITA,SCORING,4,18,13778,0
2,4,Bonifacio Sara ,MB,3,2,1,0,,33.33,ITA,SCORING,4,18,13778,0
3,5,Malinov Ofelia (C),S,1,0,0,1,,12.50,ITA,SCORING,4,18,13778,0
4,1,Lubian Marina ,MB,0,0,0,0,,-20.00,ITA,SCORING,4,18,13778,0
5,2,Bosio Francesca ,S,0,0,0,0,,,ITA,SCORING,4,18,13778,0
6,3,Gennari Alessia ,OH,0,0,0,0,,,ITA,SCORING,4,18,13778,0
7,6,De Gennaro Monica ,L,0,0,0,0,,,ITA,SCORING,4,18,13778,0
8,7,Fersino Eleonora ,L,0,0,0,0,,,ITA,SCORING,4,18,13778,0
9,10,Chirichella Cristina ,MB,0,0,0,0,,,ITA,SCORING,4,18,13778,0
10,16,D'Odorico Sofia ,OH,0,0,0,0,,,ITA,SCORING,4,18,13778,0
11,22,Enweonwu Nkemdilim Ruth Terry ,O,0,0,0,0,,0.00,ITA,SCORING,4,18,13778,0
12,23,Perinelli Elena ,OH,0,0,0,0,,-22.22,ITA,SCORING,4,18,13778,0
13,24,Mazzaro Alessia ,MB,0,0,0,0,,,ITA,SCORING,4,18,13778,0
0,30,Rozanski Olivia ,OH,22,18,4,0,,21.21,POL,SCORING,0,0,13780,
1,11,Lukasik Martyna ,OH,16,13,2,1,,17.31,POL,SCORING,0,0,13780,
2,5,Korneluk Agnieszka ,MB,12,10,0,2,,0.00,POL,SCORING,0,0,13780,
3,8,Gorecka Zuzanna ,OH,11,11,0,0,,4.35,POL,SCORING,0,0,13780,
4,18,Gryka Aleksandra ,MB,10,6,3,1,,15.15,POL,SCORING,0,0,13780,
5,14,Wolosz Joanna (C),S,4,0,2,2,,-3.45,POL,SCORING,0,0,13780,
6,6,Witkowska Kamila ,MB,3,2,1,0,,18.18,POL,SCORING,0,0,13780,
7,22,Szlagowska Weronika ,OH,2,2,0,0,,0.00,POL,SCORING,0,0,13780,
8,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,0,0,13780,
9,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,,POL,SCORING,0,0,13780,
10,10,Fedusio Monika ,OH,0,0,0,0,,-66.67,POL,SCORING,0,0,13780,
11,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,0,0,13780,
12,21,Grabka Alicja ,S,0,0,0,0,,0.00,POL,SCORING,0,0,13780,
13,26,Wenerska Katarzyna ,S,0,0,0,0,,0.00,POL,SCORING,0,0,13780,
0,18,Gryka Aleksandra ,MB,6,4,2,0,,41.67,POL,SCORING,1,27,13780,1
1,30,Rozanski Olivia ,OH,6,5,1,0,,30.00,POL,SCORING,1,27,13780,1
2,5,Korneluk Agnieszka ,MB,5,5,0,0,,5.00,POL,SCORING,1,27,13780,1
3,8,Gorecka Zuzanna ,OH,2,2,0,0,,0.00,POL,SCORING,1,27,13780,1
4,11,Lukasik Martyna ,OH,1,1,0,0,,0.00,POL,SCORING,1,27,13780,1
5,22,Szlagowska Weronika ,OH,1,1,0,0,,0.00,POL,SCORING,1,27,13780,1
6,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,1,27,13780,1
7,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,,POL,SCORING,1,27,13780,1
8,6,Witkowska Kamila ,MB,0,0,0,0,,,POL,SCORING,1,27,13780,1
9,10,Fedusio Monika ,OH,0,0,0,0,,,POL,SCORING,1,27,13780,1
10,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,1,27,13780,1
11,14,Wolosz Joanna (C),S,0,0,0,0,,-14.29,POL,SCORING,1,27,13780,1
12,21,Grabka Alicja ,S,0,0,0,0,,0.00,POL,SCORING,1,27,13780,1
13,26,Wenerska Katarzyna ,S,0,0,0,0,,,POL,SCORING,1,27,13780,1
0,30,Rozanski Olivia ,OH,8,6,2,0,,27.78,POL,SCORING,2,25,13780,1
1,11,Lukasik Martyna ,OH,4,3,1,0,,23.08,POL,SCORING,2,25,13780,1
2,8,Gorecka Zuzanna ,OH,3,3,0,0,,7.69,POL,SCORING,2,25,13780,1
3,5,Korneluk Agnieszka ,MB,1,1,0,0,,-26.67,POL,SCORING,2,25,13780,1
4,14,Wolosz Joanna (C),S,1,0,1,0,,0.00,POL,SCORING,2,25,13780,1
5,18,Gryka Aleksandra ,MB,1,0,0,1,,0.00,POL,SCORING,2,25,13780,1
6,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,2,25,13780,1
7,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,,POL,SCORING,2,25,13780,1
8,6,Witkowska Kamila ,MB,0,0,0,0,,,POL,SCORING,2,25,13780,1
