,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
6,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,3,25,11863,1
7,7,Marte Frica Niverka Dharlenis ,S,0,0,0,0,,-33.33,DOM,SCORING,3,25,11863,1
8,11,Rodriguez Marifranchi ,MB,0,0,0,0,,,DOM,SCORING,3,25,11863,1
9,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,3,25,11863,1
10,14,Rivera Brens Prisilla (C),OH,0,0,0,0,,,DOM,SCORING,3,25,11863,1
11,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,0.00,DOM,SCORING,3,25,11863,1
12,18,De La Cruz De Peña Bethania ,OH,0,0,0,0,,,DOM,SCORING,3,25,11863,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,3,25,11863,1
0,10,Kim Yeon Koung (C),OH,14,13,1,0,,20.93,KOR,SCORING,0,0,11863,
1,13,Park Jeongah ,OH,9,9,0,0,,0.00,KOR,SCORING,0,0,11863,
2,14,Yang Hyo Jin ,MB,6,4,2,0,,14.29,KOR,SCORING,0,0,11863,
3,3,Yeum Hye Seon ,S,4,1,0,3,,5.26,KOR,SCORING,0,0,11863,
4,19,Pyo Seungju ,OH,4,3,0,1,,-22.73,KOR,SCORING,0,0,11863,
5,1,Lee Soyoung ,OH,3,3,0,0,,-4.76,KOR,SCORING,0,0,11863,
6,8,Park Eunjin ,MB,3,1,1,1,,0.00,KOR,SCORING,0,0,11863,
7,16,Jeong Jiyun ,OH,1,1,0,0,,-16.67,KOR,SCORING,0,0,11863,
8,2,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,0,0,11863,
9,5,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,0,0,11863,
10,6,Kim Dain ,S,0,0,0,0,,,KOR,SCORING,0,0,11863,
11,9,Oh Jiyoung ,L,0,0,0,0,,,KOR,SCORING,0,0,11863,
12,12,Han Songyi ,MB,0,0,0,0,,,KOR,SCORING,0,0,11863,
13,15,Yuk Seoyoung ,O,0,0,0,0,,,KOR,SCORING,0,0,11863,
0,10,Kim Yeon Koung (C),OH,6,6,0,0,,15.00,KOR,SCORING,1,23,11863,0
1,1,Lee Soyoung ,OH,3,3,0,0,,0.00,KOR,SCORING,1,23,11863,0
2,3,Yeum Hye Seon ,S,2,0,0,2,,0.00,KOR,SCORING,1,23,11863,0
3,13,Park Jeongah ,OH,2,2,0,0,,-16.67,KOR,SCORING,1,23,11863,0
4,14,Yang Hyo Jin ,MB,2,2,0,0,,0.00,KOR,SCORING,1,23,11863,0
5,8,Park Eunjin ,MB,1,0,1,0,,-9.09,KOR,SCORING,1,23,11863,0
6,16,Jeong Jiyun ,OH,1,1,0,0,,50.00,KOR,SCORING,1,23,11863,0
7,2,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,1,23,11863,0
8,5,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,1,23,11863,0
9,6,Kim Dain ,S,0,0,0,0,,,KOR,SCORING,1,23,11863,0
10,9,Oh Jiyoung ,L,0,0,0,0,,,KOR,SCORING,1,23,11863,0
11,12,Han Songyi ,MB,0,0,0,0,,,KOR,SCORING,1,23,11863,0
12,15,Yuk Seoyoung ,O,0,0,0,0,,,KOR,SCORING,1,23,11863,0
13,19,Pyo Seungju ,OH,0,0,0,0,,,KOR,SCORING,1,23,11863,0
0,13,Park Jeongah ,OH,5,5,0,0,,12.50,KOR,SCORING,2,26,11863,0
1,10,Kim Yeon Koung (C),OH,4,4,0,0,,23.08,KOR,SCORING,2,26,11863,0
2,3,Yeum Hye Seon ,S,2,1,0,1,,25.00,KOR,SCORING,2,26,11863,0
3,14,Yang Hyo Jin ,MB,2,2,0,0,,14.29,KOR,SCORING,2,26,11863,0
4,8,Park Eunjin ,MB,1,1,0,0,,0.00,KOR,SCORING,2,26,11863,0
5,19,Pyo Seungju ,OH,1,0,0,1,,-12.50,KOR,SCORING,2,26,11863,0
6,1,Lee Soyoung ,OH,0,0,0,0,,-16.67,KOR,SCORING,2,26,11863,0
7,2,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,2,26,11863,0
8,5,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,2,26,11863,0
9,6,Kim Dain ,S,0,0,0,0,,,KOR,SCORING,2,26,11863,0
10,9,Oh Jiyoung ,L,0,0,0,0,,,KOR,SCORING,2,26,11863,0
11,12,Han Songyi ,MB,0,0,0,0,,,KOR,SCORING,2,26,11863,0
12,15,Yuk Seoyoung ,O,0,0,0,0,,,KOR,SCORING,2,26,11863,0
13,16,Jeong Jiyun ,OH,0,0,0,0,,0.00,KOR,SCORING,2,26,11863,0
0,10,Kim Yeon Koung (C),OH,4,3,1,0,,30.00,KOR,SCORING,3,18,11863,0
1,19,Pyo Seungju ,OH,3,3,0,0,,-28.57,KOR,SCORING,3,18,11863,0
2,13,Park Jeongah ,OH,2,2,0,0,,0.00,KOR,SCORING,3,18,11863,0
3,14,Yang Hyo Jin ,MB,2,0,2,0,,28.57,KOR,SCORING,3,18,11863,0
4,8,Park Eunjin ,MB,1,0,0,1,,16.67,KOR,SCORING,3,18,11863,0
5,1,Lee Soyoung ,OH,0,0,0,0,,,KOR,SCORING,3,18,11863,0
6,2,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,3,18,11863,0
7,3,Yeum Hye Seon ,S,0,0,0,0,,-33.33,KOR,SCORING,3,18,11863,0
8,5,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,3,18,11863,0
9,6,Kim Dain ,S,0,0,0,0,,,KOR,SCORING,3,18,11863,0
10,9,Oh Jiyoung ,L,0,0,0,0,,,KOR,SCORING,3,18,11863,0
11,12,Han Songyi ,MB,0,0,0,0,,,KOR,SCORING,3,18,11863,0
12,15,Yuk Seoyoung ,O,0,0,0,0,,,KOR,SCORING,3,18,11863,0
13,16,Jeong Jiyun ,OH,0,0,0,0,,-100.00,KOR,SCORING,3,18,11863,0
0,2,Lazovic Katarina (C),OH,14,14,0,0,,16.67,SRB,SCORING,0,0,11865,
1,3,Caric Sara ,O,14,8,6,0,,5.66,SRB,SCORING,0,0,11865,
2,21,Kocic Jovana ,MB,9,4,5,0,,8.11,SRB,SCORING,0,0,11865,
3,34,Mirosavljevic Jovana ,OH,8,6,2,0,,15.38,SRB,SCORING,0,0,11865,
4,7,Jaksic Ana ,S,6,3,2,1,,28.57,SRB,SCORING,0,0,11865,
5,22,Lozo Sara ,O,6,3,0,3,,8.33,SRB,SCORING,0,0,11865,
6,24,Medic Sofija ,MB,4,1,3,0,,-4.00,SRB,SCORING,0,0,11865,
7,23,Djordjevic Mila ,S,1,1,0,0,,0.00,SRB,SCORING,0,0,11865,
8,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,0,0,11865,
9,26,Savic Vanja ,O,0,0,0,0,,,SRB,SCORING,0,0,11865,
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,0,0,11865,
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,0,0,11865,
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,0,0,11865,
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,,SRB,SCORING,0,0,11865,
0,2,Lazovic Katarina (C),OH,6,6,0,0,,46.15,SRB,SCORING,1,25,11865,1
1,22,Lozo Sara ,O,6,3,0,3,,19.05,SRB,SCORING,1,25,11865,1
2,3,Caric Sara ,O,4,2,2,0,,15.38,SRB,SCORING,1,25,11865,1
3,7,Jaksic Ana ,S,2,1,0,1,,28.57,SRB,SCORING,1,25,11865,1
4,21,Kocic Jovana ,MB,2,1,1,0,,-10.00,SRB,SCORING,1,25,11865,1
5,24,Medic Sofija ,MB,1,1,0,0,,-16.67,SRB,SCORING,1,25,11865,1
6,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,1,25,11865,1
7,23,Djordjevic Mila ,S,0,0,0,0,,,SRB,SCORING,1,25,11865,1
8,26,Savic Vanja ,O,0,0,0,0,,,SRB,SCORING,1,25,11865,1
9,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,1,25,11865,1
10,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,1,25,11865,1
11,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,1,25,11865,1
12,33,Cvetkovic Jovana ,OH,0,0,0,0,,,SRB,SCORING,1,25,11865,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,,SRB,SCORING,1,25,11865,1
0,3,Caric Sara ,O,5,3,2,0,,14.29,SRB,SCORING,2,25,11865,1
1,21,Kocic Jovana ,MB,5,3,2,0,,55.56,SRB,SCORING,2,25,11865,1
2,7,Jaksic Ana ,S,3,1,2,0,,33.33,SRB,SCORING,2,25,11865,1
3,34,Mirosavljevic Jovana ,OH,3,2,1,0,,0.00,SRB,SCORING,2,25,11865,1
4,2,Lazovic Katarina (C),OH,2,2,0,0,,-14.29,SRB,SCORING,2,25,11865,1
5,24,Medic Sofija ,MB,1,0,1,0,,0.00,SRB,SCORING,2,25,11865,1
6,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,2,25,11865,1
7,22,Lozo Sara ,O,0,0,0,0,,-66.67,SRB,SCORING,2,25,11865,1
8,23,Djordjevic Mila ,S,0,0,0,0,,,SRB,SCORING,2,25,11865,1
9,26,Savic Vanja ,O,0,0,0,0,,,SRB,SCORING,2,25,11865,1
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,2,25,11865,1
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,2,25,11865,1
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,2,25,11865,1
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,,SRB,SCORING,2,25,11865,1
0,2,Lazovic Katarina (C),OH,6,6,0,0,,19.05,SRB,SCORING,3,25,11865,1
1,3,Caric Sara ,O,5,3,2,0,,-10.53,SRB,SCORING,3,25,11865,1
2,34,Mirosavljevic Jovana ,OH,5,4,1,0,,36.36,SRB,SCORING,3,25,11865,1
3,21,Kocic Jovana ,MB,2,0,2,0,,-5.56,SRB,SCORING,3,25,11865,1
4,24,Medic Sofija ,MB,2,0,2,0,,0.00,SRB,SCORING,3,25,11865,1
5,7,Jaksic Ana ,S,1,1,0,0,,20.00,SRB,SCORING,3,25,11865,1
6,23,Djordjevic Mila ,S,1,1,0,0,,0.00,SRB,SCORING,3,25,11865,1
7,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,3,25,11865,1
8,22,Lozo Sara ,O,0,0,0,0,,,SRB,SCORING,3,25,11865,1
9,26,Savic Vanja ,O,0,0,0,0,,,SRB,SCORING,3,25,11865,1
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,3,25,11865,1
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,3,25,11865,1
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,3,25,11865,1
13,33,Cvetkovic Jovana ,OH,0,0,0,0,,,SRB,SCORING,3,25,11865,1
0,6,Sittirak Onuma ,OH,13,12,0,1,,14.00,THA,SCORING,0,0,11865,
1,5,Thinkaow Pleumjit (C),MB,8,6,1,1,,4.17,THA,SCORING,0,0,11865,
2,9,Chuewulim Sutadta ,OH,6,5,0,1,,-11.11,THA,SCORING,0,0,11865,
3,14,Juangjan Pattiya ,OH,3,3,0,0,,18.18,THA,SCORING,0,0,11865,
4,19,Krause Karina ,MB,3,3,0,0,,13.33,THA,SCORING,0,0,11865,
5,3,ManaKij Sirima ,S,1,1,0,0,,-20.00,THA,SCORING,0,0,11865,
6,12,Chaisri Tapaphaipun ,L,1,0,0,1,,-25.00,THA,SCORING,0,0,11865,
7,15,Kanthong Malika ,O,1,1,0,0,,-19.05,THA,SCORING,0,0,11865,
8,24,Nuanjam Watchareeya ,MB,1,0,0,1,,-30.00,THA,SCORING,0,0,11865,
9,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,0,0,11865,
10,10,Apinyapong Wilavan ,L,0,0,0,0,,,THA,SCORING,0,0,11865,
11,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,0,0,11865,
12,13,Tomkom Nootsara ,S,0,0,0,0,,-20.00,THA,SCORING,0,0,11865,
13,22,Nilapa Chatsuda ,OH,0,0,0,0,,-33.33,THA,SCORING,0,0,11865,
0,9,Chuewulim Sutadta ,OH,3,2,0,1,,-10.00,THA,SCORING,1,19,11865,0
1,5,Thinkaow Pleumjit (C),MB,2,2,0,0,,8.33,THA,SCORING,1,19,11865,0
2,6,Sittirak Onuma ,OH,2,2,0,0,,5.56,THA,SCORING,1,19,11865,0
3,12,Chaisri Tapaphaipun ,L,1,0,0,1,,20.00,THA,SCORING,1,19,11865,0
4,15,Kanthong Malika ,O,1,1,0,0,,0.00,THA,SCORING,1,19,11865,0
5,19,Krause Karina ,MB,1,1,0,0,,20.00,THA,SCORING,1,19,11865,0
6,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,1,19,11865,0
7,3,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,1,19,11865,0
8,10,Apinyapong Wilavan ,L,0,0,0,0,,,THA,SCORING,1,19,11865,0
9,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,1,19,11865,0
10,13,Tomkom Nootsara ,S,0,0,0,0,,-25.00,THA,SCORING,1,19,11865,0
11,14,Juangjan Pattiya ,OH,0,0,0,0,,,THA,SCORING,1,19,11865,0
12,22,Nilapa Chatsuda ,OH,0,0,0,0,,,THA,SCORING,1,19,11865,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,,THA,SCORING,1,19,11865,0
0,6,Sittirak Onuma ,OH,5,4,0,1,,14.29,THA,SCORING,2,23,11865,0
1,5,Thinkaow Pleumjit (C),MB,4,2,1,1,,3.85,THA,SCORING,2,23,11865,0
2,9,Chuewulim Sutadta ,OH,1,1,0,0,,0.00,THA,SCORING,2,23,11865,0
3,19,Krause Karina ,MB,1,1,0,0,,33.33,THA,SCORING,2,23,11865,0
4,24,Nuanjam Watchareeya ,MB,1,0,0,1,,0.00,THA,SCORING,2,23,11865,0
5,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,2,23,11865,0
6,3,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,2,23,11865,0
7,10,Apinyapong Wilavan ,L,0,0,0,0,,,THA,SCORING,2,23,11865,0
8,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,2,23,11865,0
9,12,Chaisri Tapaphaipun ,L,0,0,0,0,,-100.00,THA,SCORING,2,23,11865,0
10,13,Tomkom Nootsara ,S,0,0,0,0,,-33.33,THA,SCORING,2,23,11865,0
11,14,Juangjan Pattiya ,OH,0,0,0,0,,,THA,SCORING,2,23,11865,0
12,15,Kanthong Malika ,O,0,0,0,0,,-33.33,THA,SCORING,2,23,11865,0
13,22,Nilapa Chatsuda ,OH,0,0,0,0,,-25.00,THA,SCORING,2,23,11865,0
0,6,Sittirak Onuma ,OH,6,6,0,0,,22.22,THA,SCORING,3,23,11865,0
1,14,Juangjan Pattiya ,OH,3,3,0,0,,18.18,THA,SCORING,3,23,11865,0
2,5,Thinkaow Pleumjit (C),MB,2,2,0,0,,0.00,THA,SCORING,3,23,11865,0
3,9,Chuewulim Sutadta ,OH,2,2,0,0,,-14.29,THA,SCORING,3,23,11865,0
4,3,ManaKij Sirima ,S,1,1,0,0,,-20.00,THA,SCORING,3,23,11865,0
5,19,Krause Karina ,MB,1,1,0,0,,0.00,THA,SCORING,3,23,11865,0
6,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,3,23,11865,0
7,10,Apinyapong Wilavan ,L,0,0,0,0,,,THA,SCORING,3,23,11865,0
8,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,3,23,11865,0
9,12,Chaisri Tapaphaipun ,L,0,0,0,0,,,THA,SCORING,3,23,11865,0
10,13,Tomkom Nootsara ,S,0,0,0,0,,0.00,THA,SCORING,3,23,11865,0
11,15,Kanthong Malika ,O,0,0,0,0,,,THA,SCORING,3,23,11865,0
12,22,Nilapa Chatsuda ,OH,0,0,0,0,,-50.00,THA,SCORING,3,23,11865,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,-60.00,THA,SCORING,3,23,11865,0
0,9,Zhang Changning (C),OH,22,18,2,2,,12.68,CHN,SCORING,0,0,11866,
1,22,Duan Fang ,OH,10,6,3,1,,18.18,CHN,SCORING,0,0,11866,
2,7,Wang Yuanyuan ,MB,9,8,0,1,,12.12,CHN,SCORING,0,0,11866,
3,8,Li Yao ,OH,9,9,0,0,,6.98,CHN,SCORING,0,0,11866,
4,4,Yang Hanyu ,MB,5,3,1,1,,-9.68,CHN,SCORING,0,0,11866,
5,10,Liu Xiaotong ,OH,4,3,0,1,,-9.68,CHN,SCORING,0,0,11866,
6,19,Liu Yanhan ,OH,4,4,0,0,,3.70,CHN,SCORING,0,0,11866,
7,5,Gao Yi ,MB,3,2,0,1,,8.33,CHN,SCORING,0,0,11866,
8,11,Yao Di ,S,2,1,0,1,,-20.00,CHN,SCORING,0,0,11866,
9,3,Diao Linyu ,S,0,0,0,0,,-50.00,CHN,SCORING,0,0,11866,
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,0,0,11866,
11,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,0,0,11866,
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,0,0,11866,
0,9,Zhang Changning (C),OH,5,5,0,0,,15.38,CHN,SCORING,1,22,11866,0
1,8,Li Yao ,OH,4,4,0,0,,15.38,CHN,SCORING,1,22,11866,0
2,7,Wang Yuanyuan ,MB,3,3,0,0,,10.00,CHN,SCORING,1,22,11866,0
3,10,Liu Xiaotong ,OH,2,1,0,1,,0.00,CHN,SCORING,1,22,11866,0
4,11,Yao Di ,S,1,0,0,1,,0.00,CHN,SCORING,1,22,11866,0
5,19,Liu Yanhan ,OH,1,1,0,0,,33.33,CHN,SCORING,1,22,11866,0
6,3,Diao Linyu ,S,0,0,0,0,,-100.00,CHN,SCORING,1,22,11866,0
7,4,Yang Hanyu ,MB,0,0,0,0,,-33.33,CHN,SCORING,1,22,11866,0
8,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,1,22,11866,0
9,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,1,22,11866,0
10,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,1,22,11866,0
11,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,1,22,11866,0
12,22,Duan Fang ,OH,0,0,0,0,,,CHN,SCORING,1,22,11866,0
0,9,Zhang Changning (C),OH,9,8,1,0,,42.11,CHN,SCORING,2,25,11866,1
1,7,Wang Yuanyuan ,MB,5,4,0,1,,22.22,CHN,SCORING,2,25,11866,1
2,4,Yang Hanyu ,MB,2,2,0,0,,-10.00,CHN,SCORING,2,25,11866,1
3,8,Li Yao ,OH,1,1,0,0,,-9.09,CHN,SCORING,2,25,11866,1
4,10,Liu Xiaotong ,OH,1,1,0,0,,-14.29,CHN,SCORING,2,25,11866,1
5,22,Duan Fang ,OH,1,1,0,0,,-10.00,CHN,SCORING,2,25,11866,1
6,3,Diao Linyu ,S,0,0,0,0,,,CHN,SCORING,2,25,11866,1
7,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,2,25,11866,1
8,11,Yao Di ,S,0,0,0,0,,-16.67,CHN,SCORING,2,25,11866,1
9,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,2,25,11866,1
10,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,2,25,11866,1
11,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,2,25,11866,1
12,19,Liu Yanhan ,OH,0,0,0,0,,0.00,CHN,SCORING,2,25,11866,1
0,22,Duan Fang ,OH,3,2,1,0,,25.00,CHN,SCORING,3,17,11866,0
1,19,Liu Yanhan ,OH,2,2,0,0,,0.00,CHN,SCORING,3,17,11866,0
2,7,Wang Yuanyuan ,MB,1,1,0,0,,-20.00,CHN,SCORING,3,17,11866,0
3,8,Li Yao ,OH,1,1,0,0,,0.00,CHN,SCORING,3,17,11866,0
4,9,Zhang Changning (C),OH,1,1,0,0,,-33.33,CHN,SCORING,3,17,11866,0
5,10,Liu Xiaotong ,OH,1,1,0,0,,-28.57,CHN,SCORING,3,17,11866,0
6,3,Diao Linyu ,S,0,0,0,0,,0.00,CHN,SCORING,3,17,11866,0
7,4,Yang Hanyu ,MB,0,0,0,0,,-50.00,CHN,SCORING,3,17,11866,0
8,5,Gao Yi ,MB,0,0,0,0,,0.00,CHN,SCORING,3,17,11866,0
9,11,Yao Di ,S,0,0,0,0,,0.00,CHN,SCORING,3,17,11866,0
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,3,17,11866,0
11,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,3,17,11866,0
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,3,17,11866,0
0,9,Zhang Changning (C),OH,4,2,1,1,,11.11,CHN,SCORING,4,25,11866,1
1,4,Yang Hanyu ,MB,3,1,1,1,,33.33,CHN,SCORING,4,25,11866,1
2,5,Gao Yi ,MB,3,2,0,1,,23.08,CHN,SCORING,4,25,11866,1
3,8,Li Yao ,OH,2,2,0,0,,33.33,CHN,SCORING,4,25,11866,1
4,22,Duan Fang ,OH,2,1,0,1,,28.57,CHN,SCORING,4,25,11866,1
5,11,Yao Di ,S,1,1,0,0,,-16.67,CHN,SCORING,4,25,11866,1
6,3,Diao Linyu ,S,0,0,0,0,,,CHN,SCORING,4,25,11866,1
7,7,Wang Yuanyuan ,MB,0,0,0,0,,,CHN,SCORING,4,25,11866,1
8,10,Liu Xiaotong ,OH,0,0,0,0,,,CHN,SCORING,4,25,11866,1
9,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,4,25,11866,1
10,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,4,25,11866,1
11,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,4,25,11866,1
12,19,Liu Yanhan ,OH,0,0,0,0,,,CHN,SCORING,4,25,11866,1
0,22,Duan Fang ,OH,4,2,2,0,,37.50,CHN,SCORING,5,12,11866,0
1,9,Zhang Changning (C),OH,3,2,0,1,,0.00,CHN,SCORING,5,12,11866,0
2,8,Li Yao ,OH,1,1,0,0,,0.00,CHN,SCORING,5,12,11866,0
3,19,Liu Yanhan ,OH,1,1,0,0,,0.00,CHN,SCORING,5,12,11866,0
4,3,Diao Linyu ,S,0,0,0,0,,,CHN,SCORING,5,12,11866,0
5,4,Yang Hanyu ,MB,0,0,0,0,,0.00,CHN,SCORING,5,12,11866,0
6,5,Gao Yi ,MB,0,0,0,0,,-25.00,CHN,SCORING,5,12,11866,0
7,7,Wang Yuanyuan ,MB,0,0,0,0,,,CHN,SCORING,5,12,11866,0
8,10,Liu Xiaotong ,OH,0,0,0,0,,,CHN,SCORING,5,12,11866,0
9,11,Yao Di ,S,0,0,0,0,,-66.67,CHN,SCORING,5,12,11866,0
10,14,Zheng Yixin ,O,0,0,0,0,,,CHN,SCORING,5,12,11866,0
11,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,5,12,11866,0
12,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,5,12,11866,0
0,3,Van Ryk Kiera ,OH,25,18,5,2,,9.76,CAN,SCORING,0,0,11866,
1,11,Mitrovic Andrea ,OH,17,17,0,0,,12.90,CAN,SCORING,0,0,11866,
2,14,Howe Hilary ,OH,14,11,2,1,,15.79,CAN,SCORING,0,0,11866,
3,12,Cross Jennifer (C),MB,13,7,4,2,,11.36,CAN,SCORING,0,0,11866,
4,19,Maglio Emily ,MB,7,4,2,1,,-10.26,CAN,SCORING,0,0,11866,
5,13,King Brie ,S,6,2,1,3,,14.81,CAN,SCORING,0,0,11866,
6,1,Bujan Cassandra ,L,0,0,0,0,,,CAN,SCORING,0,0,11866,
7,5,Smith Danielle ,S,0,0,0,0,,,CAN,SCORING,0,0,11866,
8,7,Van Buskirk Layne ,MB,0,0,0,0,,,CAN,SCORING,0,0,11866,
9,8,Ogoms Alicia ,MB,0,0,0,0,,,CAN,SCORING,0,0,11866,
10,9,Gray Alexa ,OH,0,0,0,0,,,CAN,SCORING,0,0,11866,
11,15,Joseph Shainah ,O,0,0,0,0,,,CAN,SCORING,0,0,11866,
12,16,Livingston Caroline ,OH,0,0,0,0,,,CAN,SCORING,0,0,11866,
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,,CAN,SCORING,0,0,11866,
0,3,Van Ryk Kiera ,OH,8,5,2,1,,22.73,CAN,SCORING,1,25,11866,1
1,14,Howe Hilary ,OH,5,4,1,0,,22.22,CAN,SCORING,1,25,11866,1
2,12,Cross Jennifer (C),MB,3,2,1,0,,20.00,CAN,SCORING,1,25,11866,1
3,11,Mitrovic Andrea ,OH,2,2,0,0,,0.00,CAN,SCORING,1,25,11866,1
4,13,King Brie ,S,2,0,0,2,,25.00,CAN,SCORING,1,25,11866,1
5,19,Maglio Emily ,MB,1,1,0,0,,0.00,CAN,SCORING,1,25,11866,1
6,1,Bujan Cassandra ,L,0,0,0,0,,,CAN,SCORING,1,25,11866,1
7,5,Smith Danielle ,S,0,0,0,0,,,CAN,SCORING,1,25,11866,1
8,7,Van Buskirk Layne ,MB,0,0,0,0,,,CAN,SCORING,1,25,11866,1
9,8,Ogoms Alicia ,MB,0,0,0,0,,,CAN,SCORING,1,25,11866,1
10,9,Gray Alexa ,OH,0,0,0,0,,,CAN,SCORING,1,25,11866,1
11,15,Joseph Shainah ,O,0,0,0,0,,,CAN,SCORING,1,25,11866,1
12,16,Livingston Caroline ,OH,0,0,0,0,,,CAN,SCORING,1,25,11866,1
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,,CAN,SCORING,1,25,11866,1
0,11,Mitrovic Andrea ,OH,5,5,0,0,,13.33,CAN,SCORING,2,21,11866,0
1,3,Van Ryk Kiera ,OH,4,4,0,0,,0.00,CAN,SCORING,2,21,11866,0
2,19,Maglio Emily ,MB,4,2,1,1,,16.67,CAN,SCORING,2,21,11866,0
3,14,Howe Hilary ,OH,3,3,0,0,,18.18,CAN,SCORING,2,21,11866,0
4,13,King Brie ,S,2,1,1,0,,22.22,CAN,SCORING,2,21,11866,0
5,12,Cross Jennifer (C),MB,1,0,1,0,,-25.00,CAN,SCORING,2,21,11866,0
6,1,Bujan Cassandra ,L,0,0,0,0,,,CAN,SCORING,2,21,11866,0
7,5,Smith Danielle ,S,0,0,0,0,,,CAN,SCORING,2,21,11866,0
8,7,Van Buskirk Layne ,MB,0,0,0,0,,,CAN,SCORING,2,21,11866,0
9,8,Ogoms Alicia ,MB,0,0,0,0,,,CAN,SCORING,2,21,11866,0
10,9,Gray Alexa ,OH,0,0,0,0,,,CAN,SCORING,2,21,11866,0
11,15,Joseph Shainah ,O,0,0,0,0,,,CAN,SCORING,2,21,11866,0
12,16,Livingston Caroline ,OH,0,0,0,0,,,CAN,SCORING,2,21,11866,0
13,22,Snape Kennedy Brooklyn ,L,0,0,0,0,,,CAN,SCORING,2,21,11866,0
0,3,Van Ryk Kiera ,OH,6,3,2,1,,4.55,CAN,SCORING,3,25,11866,1
1,11,Mitrovic Andrea ,OH,4,4,0,0,,25.00,CAN,SCORING,3,25,11866,1
