Unnamed: 0,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
2,4,Pogany Anna (C),L,1,0,5,6,16.67,GER,RECEPTION,2,20,16038,0.0
3,9,Alsmeier Lina ,OH,1,0,3,4,25.0,GER,RECEPTION,2,20,16038,0.0
4,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
5,2,Kästner Pia ,S,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
6,3,Cesar Annie ,L,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
7,5,Glaab Corina ,S,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
8,6,Stautz Antonia ,OH,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
9,14,Schölzel Marie ,MB,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
10,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
11,21,Weitzel Camilla ,MB,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
13,25,Maase Rica ,O,0,0,0,0,,GER,RECEPTION,2,20,16038,0.0
0,12,Orthmann Hanna ,OH,4,0,8,12,33.33,GER,RECEPTION,3,22,16038,0.0
1,4,Pogany Anna (C),L,2,0,6,8,25.0,GER,RECEPTION,3,22,16038,0.0
2,6,Stautz Antonia ,OH,1,0,0,1,100.0,GER,RECEPTION,3,22,16038,0.0
3,1,Agbortabi Vanessa ,OH,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
4,2,Kästner Pia ,S,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
5,3,Cesar Annie ,L,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
6,5,Glaab Corina ,S,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
7,9,Alsmeier Lina ,OH,0,0,1,1,0.0,GER,RECEPTION,3,22,16038,0.0
8,10,Stigrot Lena ,OH,0,0,3,3,0.0,GER,RECEPTION,3,22,16038,0.0
9,14,Schölzel Marie ,MB,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
10,16,Cekulaev Anastasia ,MB,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
11,21,Weitzel Camilla ,MB,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
13,25,Maase Rica ,O,0,0,0,0,,GER,RECEPTION,3,22,16038,0.0
0,16,Peña Isabel Yonkaira Paola ,OH,8,0,17,25,32.0,DOM,RECEPTION,0,0,16039,
1,2,Rodriguez Duran Yaneirys ,L,5,2,21,28,10.71,DOM,RECEPTION,0,0,16039,
2,25,Martinez Caro Larysmer ,OH,2,1,3,6,16.67,DOM,RECEPTION,0,0,16039,
3,20,Martinez Brayelin Elizabeth ,OH,1,3,17,21,-9.52,DOM,RECEPTION,0,0,16039,
4,23,Gonzalez Lopez Gaila Ceneida ,O,1,0,2,3,33.33,DOM,RECEPTION,0,0,16039,
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,0,0,16039,
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,0,0,16039,
7,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,0,0,16039,
8,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,RECEPTION,0,0,16039,
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,0,0,16039,
10,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,0,0,16039,
11,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,RECEPTION,0,0,16039,
12,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,0,0,16039,
0,2,Rodriguez Duran Yaneirys ,L,2,0,4,6,33.33,DOM,RECEPTION,1,25,16039,1.0
1,16,Peña Isabel Yonkaira Paola ,OH,1,0,3,4,25.0,DOM,RECEPTION,1,25,16039,1.0
2,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
4,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
5,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
6,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
7,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
8,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
9,20,Martinez Brayelin Elizabeth ,OH,0,2,5,7,-28.57,DOM,RECEPTION,1,25,16039,1.0
10,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
12,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,1,25,16039,1.0
0,2,Rodriguez Duran Yaneirys ,L,3,0,5,8,37.5,DOM,RECEPTION,2,22,16039,0.0
1,16,Peña Isabel Yonkaira Paola ,OH,2,0,6,8,25.0,DOM,RECEPTION,2,22,16039,0.0
2,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
4,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
5,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
6,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
7,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
8,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
9,20,Martinez Brayelin Elizabeth ,OH,0,0,5,5,0.0,DOM,RECEPTION,2,22,16039,0.0
10,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
12,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,2,22,16039,0.0
0,16,Peña Isabel Yonkaira Paola ,OH,1,0,3,4,25.0,DOM,RECEPTION,3,25,16039,1.0
1,23,Gonzalez Lopez Gaila Ceneida ,O,1,0,0,1,100.0,DOM,RECEPTION,3,25,16039,1.0
2,2,Rodriguez Duran Yaneirys ,L,0,1,6,7,-14.29,DOM,RECEPTION,3,25,16039,1.0
3,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
4,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
5,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
6,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
7,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
8,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
9,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,1,1,0.0,DOM,RECEPTION,3,25,16039,1.0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
12,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,3,25,16039,1.0
0,16,Peña Isabel Yonkaira Paola ,OH,2,0,2,4,50.0,DOM,RECEPTION,4,21,16039,0.0
1,25,Martinez Caro Larysmer ,OH,2,0,1,3,66.67,DOM,RECEPTION,4,21,16039,0.0
2,20,Martinez Brayelin Elizabeth ,OH,1,1,5,7,0.0,DOM,RECEPTION,4,21,16039,0.0
3,2,Rodriguez Duran Yaneirys ,L,0,1,4,5,-20.0,DOM,RECEPTION,4,21,16039,0.0
4,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
5,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
6,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
7,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
9,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
10,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,4,21,16039,0.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,2,2,0.0,DOM,RECEPTION,4,21,16039,0.0
0,16,Peña Isabel Yonkaira Paola ,OH,2,0,3,5,40.0,DOM,RECEPTION,5,15,16039,1.0
1,2,Rodriguez Duran Yaneirys ,L,0,0,2,2,0.0,DOM,RECEPTION,5,15,16039,1.0
2,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
3,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
4,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
5,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
6,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
7,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
8,12,Perez Javier Yokaty ,S,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
9,20,Martinez Brayelin Elizabeth ,OH,0,0,1,1,0.0,DOM,RECEPTION,5,15,16039,1.0
10,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
11,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,5,15,16039,1.0
12,25,Martinez Caro Larysmer ,OH,0,1,2,3,-33.33,DOM,RECEPTION,5,15,16039,1.0
0,5,Knollema Jolien ,OH,11,4,25,40,17.5,NED,RECEPTION,0,0,16039,
1,33,Marring Nova ,OH,6,1,11,18,27.78,NED,RECEPTION,0,0,16039,
2,1,Knip Kirsten ,L,5,1,28,34,11.76,NED,RECEPTION,0,0,16039,
3,3,Jasper Hester ,OH,0,0,1,1,0.0,NED,RECEPTION,0,0,16039,
4,10,van Aalen Sarah ,S,0,0,1,1,0.0,NED,RECEPTION,0,0,16039,
5,13,de Haan Jolijn ,O,0,0,0,0,,NED,RECEPTION,0,0,16039,
6,14,Dijkema Laura (C),S,0,0,0,0,,NED,RECEPTION,0,0,16039,
7,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,0,0,16039,
8,17,Vos Iris ,OH,0,0,1,1,0.0,NED,RECEPTION,0,0,16039,
9,21,Stuut Britte ,MB,0,0,0,0,,NED,RECEPTION,0,0,16039,
10,23,Timmerman Eline ,MB,0,0,2,2,0.0,NED,RECEPTION,0,0,16039,
11,24,Mulder Vera ,OH,0,0,0,0,,NED,RECEPTION,0,0,16039,
12,25,Reesink Florien ,L,0,0,0,0,,NED,RECEPTION,0,0,16039,
13,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,0,0,16039,
0,5,Knollema Jolien ,OH,3,2,4,9,11.11,NED,RECEPTION,1,18,16039,0.0
1,1,Knip Kirsten ,L,1,0,12,13,7.69,NED,RECEPTION,1,18,16039,0.0
2,33,Marring Nova ,OH,1,0,0,1,100.0,NED,RECEPTION,1,18,16039,0.0
3,3,Jasper Hester ,OH,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
4,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
5,13,de Haan Jolijn ,O,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
6,14,Dijkema Laura (C),S,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
7,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
8,17,Vos Iris ,OH,0,0,1,1,0.0,NED,RECEPTION,1,18,16039,0.0
9,21,Stuut Britte ,MB,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
10,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
11,24,Mulder Vera ,OH,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
12,25,Reesink Florien ,L,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
13,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,1,18,16039,0.0
0,5,Knollema Jolien ,OH,4,0,8,12,33.33,NED,RECEPTION,2,25,16039,1.0
1,1,Knip Kirsten ,L,1,1,3,5,0.0,NED,RECEPTION,2,25,16039,1.0
2,3,Jasper Hester ,OH,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
3,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
4,13,de Haan Jolijn ,O,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
5,14,Dijkema Laura (C),S,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
6,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
7,17,Vos Iris ,OH,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
8,21,Stuut Britte ,MB,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
9,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
10,24,Mulder Vera ,OH,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
11,25,Reesink Florien ,L,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
12,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,2,25,16039,1.0
13,33,Marring Nova ,OH,0,0,2,2,0.0,NED,RECEPTION,2,25,16039,1.0
0,5,Knollema Jolien ,OH,2,1,7,10,10.0,NED,RECEPTION,3,18,16039,0.0
1,1,Knip Kirsten ,L,1,0,3,4,25.0,NED,RECEPTION,3,18,16039,0.0
2,33,Marring Nova ,OH,1,1,1,3,0.0,NED,RECEPTION,3,18,16039,0.0
3,3,Jasper Hester ,OH,0,0,1,1,0.0,NED,RECEPTION,3,18,16039,0.0
4,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
5,13,de Haan Jolijn ,O,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
6,14,Dijkema Laura (C),S,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
7,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
8,17,Vos Iris ,OH,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
9,21,Stuut Britte ,MB,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
10,23,Timmerman Eline ,MB,0,0,2,2,0.0,NED,RECEPTION,3,18,16039,0.0
11,24,Mulder Vera ,OH,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
12,25,Reesink Florien ,L,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
13,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,3,18,16039,0.0
0,1,Knip Kirsten ,L,2,0,5,7,28.57,NED,RECEPTION,4,25,16039,1.0
1,5,Knollema Jolien ,OH,2,0,5,7,28.57,NED,RECEPTION,4,25,16039,1.0
2,3,Jasper Hester ,OH,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
3,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
4,13,de Haan Jolijn ,O,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
5,14,Dijkema Laura (C),S,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
6,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
7,17,Vos Iris ,OH,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
8,21,Stuut Britte ,MB,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
9,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
10,24,Mulder Vera ,OH,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
11,25,Reesink Florien ,L,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
12,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,4,25,16039,1.0
13,33,Marring Nova ,OH,0,0,6,6,0.0,NED,RECEPTION,4,25,16039,1.0
0,33,Marring Nova ,OH,4,0,2,6,66.67,NED,RECEPTION,5,11,16039,0.0
1,1,Knip Kirsten ,L,0,0,5,5,0.0,NED,RECEPTION,5,11,16039,0.0
2,3,Jasper Hester ,OH,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
3,5,Knollema Jolien ,OH,0,1,1,2,-50.0,NED,RECEPTION,5,11,16039,0.0
4,10,van Aalen Sarah ,S,0,0,1,1,0.0,NED,RECEPTION,5,11,16039,0.0
5,13,de Haan Jolijn ,O,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
6,14,Dijkema Laura (C),S,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
7,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
8,17,Vos Iris ,OH,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
9,21,Stuut Britte ,MB,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
10,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
11,24,Mulder Vera ,OH,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
12,25,Reesink Florien ,L,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
13,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,5,11,16039,0.0
0,2,Pannoy Piyanut (C),L,9,3,9,21,28.57,THA,RECEPTION,0,0,16040,
1,1,Srithong Wipawee ,OH,4,1,5,10,30.0,THA,RECEPTION,0,0,16040,
2,18,Kongyot Ajcharaporn ,OH,3,1,12,16,12.5,THA,RECEPTION,0,0,16040,
3,19,Moksri Chatchu-On ,OH,2,0,12,14,14.29,THA,RECEPTION,0,0,16040,
4,20,Pairoj Supattra ,L,1,0,3,4,25.0,THA,RECEPTION,0,0,16040,
5,3,Guedpard Pornpun ,S,0,0,1,1,0.0,THA,RECEPTION,0,0,16040,
6,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,0,0,16040,
7,5,Nuekjang Thatdao ,MB,0,1,0,1,-100.0,THA,RECEPTION,0,0,16040,
8,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,0,0,16040,
9,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,0,0,16040,
10,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,0,0,16040,
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,0,0,16040,
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,0,0,16040,
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,0,0,16040,
0,2,Pannoy Piyanut (C),L,4,0,4,8,50.0,THA,RECEPTION,1,20,16040,0.0
1,19,Moksri Chatchu-On ,OH,2,0,2,4,50.0,THA,RECEPTION,1,20,16040,0.0
2,18,Kongyot Ajcharaporn ,OH,1,1,7,9,0.0,THA,RECEPTION,1,20,16040,0.0
3,1,Srithong Wipawee ,OH,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
4,3,Guedpard Pornpun ,S,0,0,1,1,0.0,THA,RECEPTION,1,20,16040,0.0
5,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
6,5,Nuekjang Thatdao ,MB,0,1,0,1,-100.0,THA,RECEPTION,1,20,16040,0.0
7,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
8,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,1,20,16040,0.0
0,2,Pannoy Piyanut (C),L,4,2,2,8,25.0,THA,RECEPTION,2,16,16040,0.0
1,1,Srithong Wipawee ,OH,2,1,3,6,16.67,THA,RECEPTION,2,16,16040,0.0
2,18,Kongyot Ajcharaporn ,OH,1,0,3,4,25.0,THA,RECEPTION,2,16,16040,0.0
3,20,Pairoj Supattra ,L,1,0,3,4,25.0,THA,RECEPTION,2,16,16040,0.0
4,3,Guedpard Pornpun ,S,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
5,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
6,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
7,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
8,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
9,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
10,19,Moksri Chatchu-On ,OH,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,2,16,16040,0.0
0,1,Srithong Wipawee ,OH,2,0,2,4,50.0,THA,RECEPTION,3,15,16040,0.0
1,2,Pannoy Piyanut (C),L,1,1,3,5,0.0,THA,RECEPTION,3,15,16040,0.0
2,18,Kongyot Ajcharaporn ,OH,1,0,2,3,33.33,THA,RECEPTION,3,15,16040,0.0
3,3,Guedpard Pornpun ,S,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
4,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
5,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
6,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
7,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
8,17,Janthawisut Sasipapron ,OH,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
9,19,Moksri Chatchu-On ,OH,0,0,10,10,0.0,THA,RECEPTION,3,15,16040,0.0
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,THA,RECEPTION,3,15,16040,0.0
0,1,Stenzel Maria ,L,3,0,6,9,33.33,POL,RECEPTION,0,0,16040,
1,11,Lukasik Martyna ,OH,2,0,12,14,14.29,POL,RECEPTION,0,0,16040,
2,30,Rozanski Olivia ,OH,1,0,20,21,4.76,POL,RECEPTION,0,0,16040,
3,5,Korneluk Agnieszka ,MB,0,0,0,0,,POL,RECEPTION,0,0,16040,
4,6,Witkowska Kamila (C),MB,0,0,0,0,,POL,RECEPTION,0,0,16040,
5,7,Galkowska Monika ,O,0,0,0,0,,POL,RECEPTION,0,0,16040,
6,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,0,0,16040,
7,10,Fedusio Monika ,OH,0,0,1,1,0.0,POL,RECEPTION,0,0,16040,
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,RECEPTION,0,0,16040,
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,0,0,16040,
10,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,RECEPTION,0,0,16040,
11,27,Pacak Joanna ,MB,0,0,0,0,,POL,RECEPTION,0,0,16040,
12,62,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,0,0,16040,
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,RECEPTION,0,0,16040,
0,11,Lukasik Martyna ,OH,2,0,5,7,28.57,POL,RECEPTION,1,25,16040,1.0
1,1,Stenzel Maria ,L,1,0,2,3,33.33,POL,RECEPTION,1,25,16040,1.0
2,30,Rozanski Olivia ,OH,1,0,5,6,16.67,POL,RECEPTION,1,25,16040,1.0
3,5,Korneluk Agnieszka ,MB,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
4,6,Witkowska Kamila (C),MB,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
5,7,Galkowska Monika ,O,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
6,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
7,10,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
10,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
11,27,Pacak Joanna ,MB,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
12,62,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,RECEPTION,1,25,16040,1.0
0,1,Stenzel Maria ,L,0,0,3,3,0.0,POL,RECEPTION,2,25,16040,1.0
1,5,Korneluk Agnieszka ,MB,0,0,0,0,,POL,RECEPTION,2,25,16040,1.0
2,6,Witkowska Kamila (C),MB,0,0,0,0,,POL,RECEPTION,2,25,16040,1.0
3,7,Galkowska Monika ,O,0,0,0,0,,POL,RECEPTION,2,25,16040,1.0
4,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,2,25,16040,1.0
5,10,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,2,25,16040,1.0
6,11,Lukasik Martyna ,OH,0,0,4,4,0.0,POL,RECEPTION,2,25,16040,1.0
